,job,money,skill,ink,area,jobDes,inkDes
276,SAP运维经理,20k-25k,IT技术服务｜咨询 数据服务｜咨询 Linux ERP,NCS,[成都·高新区],“五险一金 绩效奖金 带薪年假”,"IT技术服务｜咨询,数据服务｜咨询 / 不需要融资 / 500-2000人"
277,it运维工程师,10k-20k,电商平台 旅游｜出行 Linux Python Shell Kubernetes(K8s) Swam Docker,机场国旅,[上海·北新泾],“额外年休假 晋升空间大 扁平化管理 领导好”,旅游｜出行 / 未融资 / 500-2000人
278,机房运维人员,5k-6k,软件服务｜咨询 IT技术服务｜咨询 Linux,东方口岸,[北京·海淀区],“福利待遇好”,"数据服务｜咨询,物流平台 / 不需要融资 / 500-2000人"
279,初级运维工程师（上海）,5k-10k,数据服务｜咨询 软件服务｜咨询 Linux,国海智达投资咨询,[上海·浦东新…],“五险一金、双休”,"企业服务,工具 / 未融资 / 150-500人"
280,运维实习生,2k-3k,科技金融 Python,钧誉资产,[广州·珠江新…],“大神指导、定期团建、生日会、周末双休”,金融业 / 未融资 / 50-150人
281,系统集成运维工程师,8k-13k,软件服务｜咨询 Python MySQL ORACLE Windows Linux,中瑞网安,[北京·海淀区],“五险一金（公积金12%） 节日福利 餐补 交通补”,"信息安全,软件服务｜咨询 / 不需要融资 / 15-50人"
282,驻场运维工程师（政府行业）,8k-12k,软件服务｜咨询 IT技术服务｜咨询 JAVA,中瑞网安,[北京·月坛],“五险一金 节日福利 公积金12%”,"信息安全,软件服务｜咨询 / 不需要融资 / 15-50人"
283,运维架构师,20k-40k,软件服务｜咨询 Kubernetes(K8s) Swam Docker Grafana Prometheus,联通（广东）产业互联网...,[广州·官洲],“央企大平台”,物联网 / 不需要融资 / 500-2000人
284,运维工程师,6k-10k,IT技术服务｜咨询 软件服务｜咨询 JAVA MySQL ORACLE DB2 Linux,普睿德利,[北京·丰台区],“发展前景、福利待遇、五险一金、年终奖”,"IT技术服务｜咨询,软件服务｜咨询,数据服务｜咨询 / 未融资 / 50-150人"
285,高级运维工程师,15k-30k,批发｜零售 新零售 Kubernetes(K8s) Linux,仙潭酒业集团,[成都·创业路],“发展空间大”,"制造业,批发｜零售,贸易｜进出口 / 不需要融资 / 500-2000人"
286,运维管理岗,8k-13k,网络通信 Hadoop Spark Kubernetes(K8s) Windows Linux,广东联通通信建设有限公司,[广州·珠江新…],“国企平台 办公环境好”,网络通信 / 上市公司 / 150-500人
287,中级网络运维工程师,15k-30k,TCP/IP Linux Cacti Zabbix 互联网金融,基煜基金,[上海·浦东新…],“互联网金融”,科技金融 / 上市公司 / 50-150人
288,系统运维工程师,12k-20k,电商平台 营销服务｜咨询 MySQL Linux Kubernetes(K8s) Swam Docker,微能科技,[杭州·古荡],“五险一金、话补、餐补、交通补、节假日生日福利”,"移动互联网,电商 / A轮 / 150-500人"
289,高级/资深大数据运维工程师 (MJ001380),20k-40k,科技金融 Hadoop,蓝诺微银,[北京·北京站],“集团背景、海外平台、免费三餐、交通便利”,科技金融 / C轮 / 500-2000人
290,云计算运维工程师（初级）,5k-7k,软件服务｜咨询 Linux,创立科技,[成都·神仙树],“云计算”,物联网 / 上市公司 / 500-2000人
291,网络优化和运维专家,25k-50k,游戏 工具类产品,卓盟科技,[上海·漕宝路],“扁平化管理 福利多多”,IT技术服务｜咨询 / B轮 / 50-150人
292,游戏运维工程师,8k-13k,Shell Python MySQL Linux,深海游戏,[广州·天河区],“包三餐，每日下午水果，年底双薪，带薪撸猫”,游戏 / 未融资 / 150-500人
293,云计算运维保障技术研发专家,90k-180k,Prometheus 互联网 ELK Splunk cmdb 夜莺,美的集团IT,[佛山·顺德区],“数字化转型、大数据团队”,制造业 / 上市公司 / 2000人以上
294,云计算运维保障技术资深研发,40k-80k,Prometheus 互联网 ELK Splunk 夜莺 cmdb,美的集团IT,[佛山·顺德区],“数字化转型、大数据团队”,制造业 / 上市公司 / 2000人以上
295,中级系统运维工程师,15k-30k,Linux ORACLE PostgreSQL(PSQL) SQL Server 互联网金融,基煜基金,[上海·浦东新…],“互联网金融”,科技金融 / 上市公司 / 50-150人
296,运维开发工程师,13k-19k,软件服务｜咨询 Python Shell Linux,谐云科技,[上海·浦东新…],“13薪”,"数据服务｜咨询,人工智能服务 / B轮 / 150-500人"
297,高级运维工程师,15k-25k,节日礼物 带薪年假 五险一金,成都智元汇信息技术股份有限公司,[成都·双流县],“五险一金 带薪年假 定期体检 年终奖”,人工智能服务 / 不需要融资 / 150-500人
298,运维工程师,8k-12k,软件服务｜咨询 Python Shell Linux Swam Docker,四川赛尔斯,[成都·高新区],“周末双休、五险一金、定期团建”,"医疗丨健康,软件开发 / 不需要融资 / 15-50人"
299,服务器运维工程师,15k-20k,网络通信 IT技术服务｜咨询 Windows Linux Unix,融轩信息,[北京·东城区],“五险一金+发展空间大”,网络通信 / 未融资 / 150-500人
300,运维开发工程师,13k-25k,软件服务｜咨询 SQL Server ORACLE Linux Shell K8s/Docker DBA,中软国际科技服务有限公司,[西安·高新技…],“独立交付团队、双休、员工餐厅、定期体检等”,IT技术服务｜咨询 / 上市公司 / 2000人以上
301,大数据运维工程师,18k-28k,网络通信 Python Shell Hadoop Spark Kafka,融轩信息,[北京·朝阳门],“五险一金 周末双休”,网络通信 / 未融资 / 150-500人
302,大数据运维工程师（北京）,15k-25k,Python Shell Hadoop Linux,神策数据,[北京·学院路],“晋升空间大 薪资待遇优 团队氛围和谐”,数据服务｜咨询 / D轮及以上 / 500-2000人
303,运维工程师,3k-4k,物联网 智能硬件 SQL Server MySQL ORACLE Windows Linux,睿云联,[福州·闽侯县],“公司前景好，成长快，福利好”,智能硬件 / 不需要融资 / 150-500人
304,运维工程师 (MJ000465),12k-18k,专业服务｜咨询 IT技术服务｜咨询 Kubernetes(K8s) Swam Docker,金柚网,[杭州·萧山区],“氛围nice；大佬如云”,专业服务｜咨询 / C轮 / 500-2000人
305,运维实习生 (MJ001225),3k-4k,数据服务｜咨询 软件服务｜咨询 Linux,袋鼠云,[杭州·余杭区],“准独角兽；数据中台；数字孪生”,"数据服务｜咨询,人工智能服务 / C轮 / 500-2000人"
306,linux运维工程师,13k-19k,软件服务｜咨询 Python Shell,谐云科技,[杭州·余杭区],“周末双休、13薪”,"数据服务｜咨询,人工智能服务 / B轮 / 150-500人"
307,系统运维工程师,20k-30k,科技金融 金融业 JAVA Python C++,安信证券,[深圳·福田区],“金融科技；绩效奖金；企业平台大；”,"科技金融,内容社区 / 上市公司 / 2000人以上"
308,系统运维工程师,14k-18k,金融业 JAVA,国投瑞银基金,[深圳·岗厦],“公募基金公司”,金融 / 不需要融资 / 150-500人
309,高级运维开发工程师,16k-20k,电商平台 Python Linux K8s/Docker DevOps/AIOps Ansible,易百信息技术（上海）股份有限公司,[上海·浦东新…],“互联网行业 银行项目 办公环境一流”,营销服务｜咨询 / C轮 / 150-500人
310,运维工程师,4k-6k,软件服务｜咨询 数据服务｜咨询 C++ 数据库,模识科技,[泸州·龙马潭…],“五险一金，双休，带薪年假，定期体检”,IT技术服务｜咨询 / 未融资 / 50-150人
311,网络运维专家,40k-65k,科技金融 企业网 机房,欧科云链集团,[北京·西北旺],“六险一金，团队庞大，晋升空间大，超一线福利”,区块链 / 上市公司 / 2000人以上
312,公有云运维专家,40k-70k,区块链 科技金融 阿里云 AWS,欧科云链集团,[北京·西北旺],“未来带团队，居家办公，六险一金，不加班”,区块链 / 上市公司 / 2000人以上
313,科技信息部-应用运维工程师,20k-30k,金融业 MySQL ORACLE Linux,太平人寿,[成都·太升路],“发展前景优”,金融业 / 不需要融资 / 2000人以上
314,大数据运维工程师-BJ,15k-22k,数据服务｜咨询 软件服务｜咨询 JAVA Python 数据中台,深演智能,[北京·双井],“稳定有发展机会”,人工智能服务 / D轮及以上 / 150-500人
315,运维工程师,15k-22k,科技金融 Kubernetes(K8s) Swam Docker,惠瀜,[杭州·萧山区],“业务稳定，国内领先”,IT技术服务｜咨询 / B轮 / 150-500人
316,运维工程师 (MJ008263),10k-15k,人工智能服务 Python TCP/IP,搜狐集团,[北京·海淀区],“优秀团队，大厂氛围”,"内容资讯,游戏,音频｜视频媒体 / 上市公司 / 2000人以上"
317,桌面运维工程师,7k-8k,软件服务｜咨询 SQL Server 桌面虚拟化 安装调试 故障排查,看房网,[深圳·大冲],“周末双休、晋升空间大”,"软件服务｜咨询,数据服务｜咨询,信息检索 / 未融资 / 150-500人"
318,高级运维开发工程师(管理平台开发）,30k-40k,软件服务｜咨询 Python,企企科技,[北京·海淀区],“弹性上下班不打卡 全额社保公积金”,IT技术服务｜咨询 / B轮 / 150-500人
319,运维工程师,15k-20k,软件服务｜咨询 Zabbix Prometheus,企企科技,[北京·海淀区],“弹性上下班不打卡 全额社保公积金”,IT技术服务｜咨询 / B轮 / 150-500人
320,运维负责人,28k-45k,休闲｜娱乐 社交平台 Kubernetes(K8s) Linux GO 自动化运维 docker,北京蜜莱坞网络科技有限公司,[广州·天河区],“直播领域头部企业，薪酬福利佳，发展空间大”,MCN｜直播平台 / 上市公司 / 500-2000人
321,paas运维工程师-上海,12k-24k,MySQL Hadoop 数据库运维 自动化技术研究,广东亿迅,[上海·浦东新…],“国企，大平台”,"软件服务｜咨询,IT技术服务｜咨询,网络通信 / 不需要融资 / 2000人以上"
322,应用运维工程师-00695,9k-12k,IT技术服务｜咨询 Linux Python PHP Ruby Shell,紫光云,[天津·滨海新…],“提供免租两人间公寓，独立厨卫，家具家电齐全”,"移动互联网,数据服务 / 不需要融资 / 500-2000人"
323,IDC服务器运维专家,20k-40k,后端开发,字节跳动,[杭州·余杭区],"“下午茶,健身瑜伽,六险一金,五险一金”","内容资讯,短视频 / D轮及以上 / 2000人以上"
324,数据库运维专家,15k-20k,科技金融 ORACLE SQL,联龙博通,[北京·右安门],“五险一金、13薪、餐补、节日礼金”,科技金融 / 不需要融资 / 2000人以上
325,云计算运维保障技术资深研发,40k-80k,Prometheus 互联网 ELK Splunk 夜莺 cmdb,美的集团IT,[佛山·顺德区],“数字化转型、大数据团队”,制造业 / 上市公司 / 2000人以上
326,云计算运维保障技术资深研发,40k-80k,Prometheus 互联网 ELK Splunk 夜莺 bk-cmdb,美的集团IT,[上海·徐泾],“数字化转型、大数据团队”,制造业 / 上市公司 / 2000人以上
327,运维工程师,10k-20k,科技金融 Python Linux Shell,Webull,[长沙·观沙岭],"“五险一金,年终绩效,餐补”",科技金融 / C轮 / 150-500人
328,运维工程师,12k-24k,IT技术服务｜咨询 Python Shell Prometheus Zabbix Nagios,其域创新,[深圳·大冲],“高效团队、六险一金、餐补交通补、节日福利”,"IT技术服务｜咨询,人工智能服务 / 天使轮 / 50-150人"
329,服务器运维工程师,15k-20k,电商平台 Linux,血之缘,[深圳·宝安区],“五险一金 工作餐 带薪年假 交通补贴”,"医疗丨健康,软件开发 / 未融资 / 50-150人"
330,运维工程师,12k-24k,IT技术服务｜咨询 Python Shell Prometheus Zabbix Nagios,其域创新,[深圳·大冲],“高效团队、六险一金、餐补交通补、节日福利”,"IT技术服务｜咨询,人工智能服务 / 天使轮 / 50-150人"
331,服务器运维工程师,15k-20k,电商平台 Linux,血之缘,[深圳·宝安区],“五险一金 工作餐 带薪年假 交通补贴”,"医疗丨健康,软件开发 / 未融资 / 50-150人"
332,高级运维工程师,20k-40k,金融业 MySQL ORACLE AWVS Kubernetes(K8s),Atom intl,[香港·北区],“丰厚季度奖、年终奖”,IT技术服务｜咨询 / 未融资 / 15-50人
333,运维开发工程师,20k-40k,金融业 Python MySQL Linux Shell,因诺,[北京·西城区],“福利多多 扁平化管理”,金融业 / 不需要融资 / 50-150人
334,应用运维工程师,15k-30k,物流｜运输 Python Tomcat ORACLE 航空 Linux MySQL,顺丰航空,[深圳·宝安区],“五险一金/免费班车/餐饮补贴/年终奖金”,物流｜运输 / 不需要融资 / 2000人以上
335,高级运维工程师,15k-25k,在线教育 软件服务｜咨询 JAVA JavaScript Vue Spring MySQL,杭州简学,[杭州·古墩路],“***省级平台运维；发展潜力；晋升渠道开放”,移动互联网 / A轮 / 50-150人
336,运维工程师,14k-25k,科技金融 MySQL Linux Zabbix,CLPS,[上海·陆家嘴],“500强外资，项目稳定。”,软件服务｜咨询 / 上市公司 / 500-2000人
337,devops运维开发工程师(JKQLV),25k-35k,教育｜培训 Python GO,思维造物,[北京·朝阳区],"“下午茶, 六险一金, 带薪休假, 餐补”",工具类产品 / D轮及以上 / 500-2000人
338,应用运维工程师 (MJ000223),15k-25k,区块链 科技金融 Python SQL MySQL Kubernetes(K8s),万向区块链,[上海·四川北…],“团队优秀”,区块链 / 不需要融资 / 150-500人
339,应用运维(J10192),15k-25k,ORACLE Python Linux,建信金科,[北京·朝阳区],“福利待遇优厚，大平台”,科技金融 / 不需要融资 / 2000人以上
340,网络安全员(运维中心),20k-30k,电商平台 漏洞,国网数科控股公司,[北京·西城区],“五险一金 职工食堂”,电商平台 / 不需要融资 / 500-2000人
341,桌面运维主管-优创数据,9k-12k,金融业 Linux,,[青岛·黄岛区],“美式工作环境、多元化团队、跨国公司平台”,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 不需要融资 / 50-150人"
342,大数据运维工程师,4k-6k,软件服务｜咨询 IT技术服务｜咨询 Linux,名通科技,[银川·金凤区],“周末双休/六险一金/14薪”,移动互联网 / 不需要融资 / 150-500人
343,运维工程师,12k-24k,信息安全 Prometheus Zabbix,保利票务,[北京·东城区],“五险一金、带薪年假、高温补贴、补充医疗”,"移动互联网,文娱丨内容 / 未融资 / 150-500人"
344,dba运维,9k-13k,IT技术服务｜咨询 软件服务｜咨询 PostgreSQL(PSQL) MySQL DB2,赛意,[武汉·洪山区],“年终奖，项目补贴”,IT技术服务｜咨询 / 上市公司 / 2000人以上
345,系统运维工程师(J10761),18k-35k,物流｜运输 工具类产品 Python Kafka MQ openstack K8S,中通快递,[上海·青浦区],“带薪年假 班车 宿舍 食堂 全额社保公积金等”,物流｜运输 / 上市公司 / 2000人以上
346,运维工程师（实习生）,3k-4k,IT技术服务｜咨询 Linux Python 系统集成,广州南天,[广州·天河软…],“周末双休 大平台”,IT技术服务｜咨询 / 上市公司 / 500-2000人
347,运维工程师,10k-15k,软件服务｜咨询 IT技术服务｜咨询 SQL Server MySQL ORACLE DB2,百望,[北京·海淀区],“行业独角兽、薪资高、福利好”,移动互联网 / B轮 / 500-2000人
348,高级应用运维工程师,20k-30k,IT技术服务｜咨询 Linux Kubernetes(K8s) 互联网,网易,[杭州·滨江区],“免费三餐 免费健身房 免费班车”,"内容资讯,游戏,音频｜视频媒体 / 上市公司 / 2000人以上"
349,k8s运维工程师,25k-40k,DevOps/AIOps,上海嘉银金融科技股份有限公司,[上海·洋泾],“平台大，福利多，发展前景好”,科技金融 / 上市公司 / 500-2000人
350,运维工程师,10k-20k,在线教育 软件服务｜咨询 MySQL Grafana Prometheus Kubernetes(K8s),脉肯析教育,[上海·长征],“周末双休、五险一金、带薪年假、团队提升”,"教育,工具 / 未融资 / 15-50人"
351,系统运维工程师（大数据业务）,15k-25k,数据服务｜咨询 人工智能服务 Python Windows Linux,昆仑数智,[北京·昌平区],“绩效奖金 免费班车 国企 福利待遇优”,"IT技术服务｜咨询,信息安全,软件服务｜咨询 / 不需要融资 / 2000人以上"
352,运维工程师（南京）,5k-6k,IT技术服务｜咨询 ORACLE Windows Linux,绿云,[南京·雨花台…],“周末双休、五险一金、年终奖金、带薪年假”,"软件服务｜咨询,IT技术服务｜咨询 / C轮 / 500-2000人"
353,k8s运维工程师,10k-15k,房地产｜建筑｜物业 服务业 Python Shell Linux Kubernetes(K8s),美联集团,[深圳·罗湖区],“带薪培训 周末双休 五险一金”,房地产｜建筑｜物业 / 上市公司 / 2000人以上
354,运维开发工程师,8k-16k,人工智能服务 软件服务｜咨询,云孚科技,[北京·海淀区],“大牛直接带；人工智能；成长快”,人工智能服务 / 不需要融资 / 15-50人
355,运维开发工程师,15k-25k,IT技术服务｜咨询 JAVA Python JavaScript Shell Linux,联华信,[北京·朝阳区],“团队氛围好”,IT技术服务｜咨询 / 未融资 / 50-150人
356,运维开发工程师,18k-25k,生活服务 消费生活 Python,驿通信息,[北京·百子湾],“热门行业，团队nice”,网络通信 / 未融资 / 150-500人
357,系统运维工程师,6k-8k,消费生活 Linux,北京信软,[佛山·石湾],“薪资福利完善”,"软件服务｜咨询,数据服务｜咨询,IT技术服务｜咨询 / 未融资 / 50-150人"
358,31504-专有云平台运维SRE工程师（CSIG全资子公司）,30k-60k,游戏 社交媒体,腾讯,[深圳·南山区],"“互联网大厂,公司氛围好”","游戏,社交媒体,音频｜视频媒体 / 上市公司 / 2000人以上"
359,系统运维工程师,10k-20k,金融业 ORACLE MySQL Linux Kubernetes(K8s) Swam Docker,京北方,[北京·月坛],“五险一金，带薪休假”,IT技术服务｜咨询 / 上市公司 / 2000人以上
360,数据库运维工程师,10k-20k,金融业 Linux ORACLE MySQL,京北方,[北京·太平桥],“五险一金，带薪休假”,IT技术服务｜咨询 / 上市公司 / 2000人以上
361,运维负责人,25k-40k,信息安全 网络通信 Linux,微位科技,[广州·黄埔区],“国家政策标准研究项目”,移动互联网 / B轮 / 50-150人
362,云运维开发工程师,15k-19k,IT技术服务｜咨询 Linux Kubernetes(K8s) API,中电金信,[西安·高新技…],“晋升机会多”,"IT技术服务｜咨询,软件服务｜咨询 / 不需要融资 / 2000人以上"
363,运维工程师,8k-12k,信息安全 软件服务｜咨询 Windows,中瑞网安,[北京·月坛],“牛人团队 待遇好”,"信息安全,软件服务｜咨询 / 不需要融资 / 15-50人"
364,大数据运维工程师-上海(J10962),12k-20k,数据服务｜咨询 Linux TCP/IP,神策数据,[上海·浦东新…],“团队氛围好”,数据服务｜咨询 / D轮及以上 / 500-2000人
365,python运维开发,15k-20k,软件服务｜咨询,谐云科技,[杭州·余杭区],“13薪”,"数据服务｜咨询,人工智能服务 / B轮 / 150-500人"
366,运维开发工程师,14k-19k,软件服务｜咨询 Python,谐云科技,[北京·海淀区],“13薪”,"数据服务｜咨询,人工智能服务 / B轮 / 150-500人"
367,SRE（高级）运维工程师,25k-50k,后端开发,字节跳动,[上海·闵行区],"“团队氛围好,扁平管理,用户过亿”","内容资讯,短视频 / D轮及以上 / 2000人以上"
368,云计算运维保障技术资深研发,40k-80k,Prometheus 互联网 ELK Splunk 夜莺 cmdb,美的集团IT,[佛山·顺德区],“数字化转型、大数据团队”,制造业 / 上市公司 / 2000人以上
369,后端部署运维工程师—飞书,25k-50k,后端开发,字节跳动,[深圳·南山区],"“下午茶,健身瑜伽,六险一金,团队氛围好”","内容资讯,短视频 / D轮及以上 / 2000人以上"
370,运维开发工程师,25k-45k,Hadoop Python C语言,神策数据,[北京·海淀区],“薪资Open，团队氛围好”,数据服务｜咨询 / D轮及以上 / 500-2000人
371,运维测试工程师,10k-18k,IT技术服务｜咨询 网络通信 JAVA Linux,亚信,[北京·小关],“上市公司 重点项目 福利全面”,"软件服务｜咨询,IT技术服务｜咨询 / 上市公司 / 2000人以上"
372,安全运维工程师-滨海新区-00228,15k-25k,物联网 WAF,紫光云,[天津·滨海新…],“福利丰厚，国企待遇”,"移动互联网,数据服务 / 不需要融资 / 500-2000人"
373,云计算运维保障技术资深研发,40k-80k,Prometheus 互联网 ELK Splunk 夜莺 bk-cmdb,美的集团IT,[上海·徐泾],“数字化转型、大数据团队”,制造业 / 上市公司 / 2000人以上
374,运维工程师,20k-30k,工具类产品 软件服务｜咨询 Python Shell MySQL Linux Kubernetes(K8s),坚果云,[上海·张江],“前沿技术、技术成长和发展空间大、技术分享”,人工智能服务 / A轮 / 150-500人
375,运维工程师,20k-30k,工具类产品 软件服务｜咨询 Python Shell MySQL Linux Kubernetes(K8s),坚果云,[上海·张江],“前沿技术、技术成长和发展空间大、技术分享”,人工智能服务 / A轮 / 150-500人
376,运维开发,18k-26k,工具类产品 Python GO MySQL Linux Kubernetes(K8s),坚果云,[上海·张江],“技术大牛带领、氛围nice、技术发展空间大”,人工智能服务 / A轮 / 150-500人
377,运维开发组-前端开发工程师-天津-01012,13k-26k,JavaScript Node.js HTML,紫光云,[天津·滨海新…],“我们不卷！一点都不卷！！！”,"移动互联网,数据服务 / 不需要融资 / 500-2000人"
378,中高级运维工程师,13k-18k,数据服务｜咨询 软件服务｜咨询 Shell Linux Python Hadoop ORACLE,佰聆数据,[广州·黄埔区],“五险一金/通讯补贴/餐补/定期培训”,"数据服务｜咨询,软件服务｜咨询,信息安全 / D轮及以上 / 150-500人"
379,云平台运维工程师,15k-30k,科技金融 IT技术服务｜咨询 Linux PaaS/IaaS OpenStack Shell或Python,建信金科,[北京·太平桥],“工作餐、体检、高温补贴、商业保险、工会福利等”,科技金融 / 不需要融资 / 2000人以上
380,系统运维工程师,15k-25k,金融业 Linux,国泰基金,[上海·东外滩],“行业前景好、央企控股”,金融业 / 未融资 / 500-2000人
381,运维工程师,14k-18k,房地产｜建筑｜物业 IT技术服务｜咨询 Linux Kubernetes(K8s),太平洋房地产经纪有限公司,[上海·徐汇区],“大平台，团队稳定，公司重点项目，技术分享”,房地产｜建筑｜物业 / 未融资 / 2000人以上
382,中间件运维工程师,10k-18k,软件服务｜咨询 IT技术服务｜咨询 ORACLE Kubernetes(K8s) Weblogic,云和恩墨,[北京·朝阳区],“带薪假期、福利补助”,"数据服务｜咨询,软件服务｜咨询 / 不需要融资 / 500-2000人"
383,运维工程师,15k-25k,文化传媒 软件服务｜咨询 Python MySQL Linux CI/CD Ansible,南方报业,[广州·越秀区],“国企，互联网氛围，965，稳定环境，年金+商业险”,文化传媒 / 不需要融资 / 2000人以上
384,大数据运维工程师,15k-25k,数据服务｜咨询 Python Hadoop Spark 大数据集群,燃数科技,[北京·望京],“周末双休，行业前景好”,"软件服务｜咨询,数据服务｜咨询,科技金融 / A轮 / 50-150人"
385,高级运维开发工程师,30k-45k,工具类产品 Kubernetes(K8s),蓝湖,[北京·望京],“行业独角兽，发展空间大，技术氛围好”,工具类产品 / C轮 / 150-500人
386,运维工程师,10k-15k,Windows Python Tomcat Shell Linux Java,生学教育,[成都·高新区],“五险一金，周末双休，年终奖，带薪年假”,"IT技术服务｜咨询,工具类产品 / A轮 / 150-500人"
387,运维工程师,6k-10k,IT技术服务｜咨询 软件服务｜咨询 JAVA MySQL ORACLE DB2 Linux,普睿德利,[北京·丰台区],“发展前景、福利待遇、五险一金、年终奖”,"IT技术服务｜咨询,软件服务｜咨询,数据服务｜咨询 / 未融资 / 50-150人"
388,系统运维工程师,13k-25k,科技金融 PostgreSQL(PSQL) SQL Server Windows,兴业数金,[上海·塘桥],“科技金融”,科技金融 / 不需要融资 / 500-2000人
389,网络运维工程师,13k-25k,科技金融,兴业数金,[上海·塘桥],“科技金融”,科技金融 / 不需要融资 / 500-2000人
390,高级运维工程师,22k-30k,营销服务｜咨询 Kubernetes(K8s) Windows Linux 私域服务,景栗Gemii,[上海·静安区],“优秀的技术团队”,营销服务｜咨询 / B轮 / 150-500人
391,中间件运维工程师,40k-80k,科技金融 金融业 JAVA Python Hadoop Spark Linux,深圳金融科技研究院（中国人民银行金融科技研究院）,[北京·太平桥],“发展前景好”,金融业 / 不需要融资 / 150-500人
392,it运维工程师--工作地宁波,15k-30k,软件服务｜咨询 Windows,联方电子,[上海·洋泾],“薪资待遇优厚，周末双休，加班少”,制造业 / A轮 / 15-50人
393,11511R-运维专家,25k-40k,数据库运维 运维开发,平安科技,[深圳·南山区],"“五险一金,绩效奖金,加班补助,带薪年假”","科技金融,人工智能服务,软件服务｜咨询 / 上市公司 / 2000人以上"
394,运维工程师 (MJ000048),10k-15k,数据服务｜咨询 软件服务｜咨询 Windows Linux TCP/IP Python Shell,沉甸数字,[上海·五里桥],“领导nice”,"数据服务｜咨询,软件服务｜咨询,工具类产品 / A轮 / 150-500人"
395,运维服务工程师,11k-12k,新能源汽车制造,北汽新能源,[北京·大兴区],“五险一金、绩效奖金、带薪年假、定期体检”,其他 / 上市公司 / 2000人以上
396,运维工程师,11k-16k,物流平台 电商平台 SQL MySQL,上海通天晓信息技术有限公司,[上海·宝山区],“五险一金、团建旅游、下午茶小零食、奖金”,"物流平台,IT技术服务｜咨询 / A轮 / 150-500人"
397,运维工程师,15k-30k,科技金融 软件服务｜咨询 Python MySQL Linux Kubernetes K8S,盈宝信息,[广州·天河区],“薪资有竞争力 发展前景好”,"科技金融,软件服务｜咨询,内容社区 / A轮 / 50-150人"
398,高级运维工程师,15k-26k,科技金融 工具类产品 Kubernetes(K8s) Swam Docker,麦风科技,[深圳·大冲],“一档社保；弹性上班；双休；全薪公积金；加班少”,软件服务｜咨询 / 不需要融资 / 150-500人
399,Windows运维工程师 (MJ000045),6k-8k,IT技术服务｜咨询 系统安装 安全配置,沉甸数字,[上海·静安区],“领导nice”,"数据服务｜咨询,软件服务｜咨询,工具类产品 / A轮 / 150-500人"
400,资深运维开发工程师,20k-40k,网络通信 软件服务｜咨询 Python Hadoop Linux 监控,深圳联通,[深圳·石厦],“国企、稳定、福利好、腾讯合作”,网络通信 / 上市公司 / 2000人以上
401,大数据运维工程师,18k-20k,软件服务｜咨询 数据服务｜咨询 Python Shell Hadoop Spark,微创软件,[上海·五角场],“大厂 大数据 六险一金 年终奖 双休”,IT技术服务｜咨询 / 不需要融资 / 2000人以上
402,大数据运维工程师,17k-20k,IT技术服务｜咨询 数据服务｜咨询 Hadoop,安畅网络,[上海·虹桥],“项目好 团队大 领导好”,人工智能服务 / 上市公司 / 500-2000人
403,桌面运维管理工程师,22k-44k,金融业 Windows 基金,易方达基金,[广州·天河区],“急聘 直招 福利好 成长空间大”,金融 / 未融资 / 500-2000人
404,系统运维工程师,20k-30k,能源｜矿产｜环保 物联网 JAVA Python Shell Grafana Prometheus,柏美迪康上海,[成都·高新区],“智慧环保前景好”,能源｜矿产｜环保 / 上市公司 / 150-500人
405,系统运维工程师,20k-30k,能源｜矿产｜环保 物联网 JAVA Python Shell Grafana Prometheus,柏美迪康上海,[成都·高新区],“智慧环保前景好”,能源｜矿产｜环保 / 上市公司 / 150-500人
406,03512S-高级运维工程师,20k-40k,Python Zabbix/Prometheus Linux,平安产险,[深圳·福田区],"“五险一金,绩效奖金,带薪年假,定期体检”",金融业 / 上市公司 / 2000人以上
407,sre运维工程师,18k-30k,消费生活 批发｜零售 JAVA JavaScript,睿沃科技,[上海·杨浦区],“外企 不加班”,软件服务｜咨询 / 不需要融资 / 50-150人
408,运维工程师,12k-24k,游戏 Python Shell MySQL,多益网络,[广州·黄埔区],“互联网百强”,游戏 / 不需要融资 / 2000人以上
409,大数据运维工程师,13k-25k,科技金融 JAVA,中原消费金融,[郑州·郑东新…],“持牌机构、发展空间大、待遇优厚”,科技金融 / 不需要融资 / 500-2000人
410,运维工程师 (MJ008263),10k-15k,人工智能服务 Python TCP/IP,搜狐集团,[北京·海淀区],“优秀团队，大厂氛围”,"内容资讯,游戏,音频｜视频媒体 / 上市公司 / 2000人以上"
411,运维工程师,15k-25k,网络通信 智能硬件 PL/SQL Shell Linux MySQL,同视未来,[北京·大兴区],“可远程办公”,工具类产品 / 不需要融资 / 50-150人
412,高级运维专家/运维总监,30k-60k,电商平台 JAVA Python Shell GO Linux,PatPat,[深圳·西丽],“独角兽 行业领先 自研系统 大神领队”,电商平台 / D轮及以上 / 500-2000人
413,桌面运维工程师,10k-15k,金融业 Windows,京北方,[北京·月坛],“五险一金，带薪休假”,IT技术服务｜咨询 / 上市公司 / 2000人以上
414,桌面运维工程师,7k-8k,科技金融 金融业 SQL,京北方,[天津·河东区],“长期稳定”,IT技术服务｜咨询 / 上市公司 / 2000人以上
415,sre运维工程师,25k-45k,Hadoop Python Linux,神策数据,[北京·海淀区],“薪资open，团队氛围好”,数据服务｜咨询 / D轮及以上 / 500-2000人
