,job,money,skill,ink,area,jobDes,inkDes
0,运维工程师（数据库方向）,9k-15k,SQL SQL Server ORACLE MySQL SQLServer DBA DB2,嘉扬,[上海·浦东新…],“SQL、eHR”,移动互联网 / 不需要融资 / 150-500人
1,dba数据库工程师,6k-10k,SQL Server MySQL ORACLE PostgreSQL(PSQL) 不分行业,领途网络,[上海·城隍庙],“技术总监亲自带队，五险一金，补贴等，组织旅游”,"人工智能服务,物联网,网络通信 / 不需要融资 / 15-50人"
2,数据库工程师dba,8k-9k,数据服务｜咨询 软件服务｜咨询 JAVA Python Shell Linux,巨杉数据库,[广州·黄阁],“公司正规发展空间大注重培养五险一金”,数据服务｜咨询 / D轮及以上 / 150-500人
3,数据库工程师dba,8k-9k,数据服务｜咨询 软件服务｜咨询 JAVA Shell Hadoop Spark Linux,巨杉数据库,[北京·望京],“公司正规发展空间大注重培养五险一金”,数据服务｜咨询 / D轮及以上 / 150-500人
4,图数据库开发工程师,10k-15k,软件服务｜咨询 JAVA Titan janusGraph,赛思信安,[北京·朝阳区],“五险一金 1V1培养 员工体检 不加班 年底奖金”,数据服务｜咨询 / 不需要融资 / 150-500人
5,数据库测试工程师,8k-15k,软件服务｜咨询 人工智能服务 JAVA Python SQL Linux 自动化测试,深算院,[深圳·龙华新…],“大咖带队，行业培训，团队下午茶，优质平台”,数据服务、人工智能 / 未融资 / 150-500人
6,DBA,12k-24k,PostgreSQL(PSQL) Linux MySQL,人大金仓,[福州·鼓楼区],“六险一金，年底奖金，弹性工作，餐补交补”,数据服务｜咨询 / 不需要融资 / 150-500人
7,数据库或ETL开发工程师,10k-20k,数据服务｜咨询 软件服务｜咨询 MySQL ORACLE DB2 PostgreSQL(PSQL),中科软,[上海·金桥],“开发、经理、主管岗位晋升非常清晰”,IT技术服务｜咨询 / 上市公司 / 2000人以上
8,dba（校招）,8k-12k,在线教育 MySQL Linux Shell Python Zabbix,翼课网,[广州·番禺区],“试用期全薪 弹性上班”,"人工智能服务,软件服务｜咨询 / 不需要融资 / 500-2000人"
9,技术中心数据库工程师,9k-12k,MySQL ORACLE DB2 智慧交通,联合电服,[广州·天河区],“国有企业、六险二金、带薪年假”,物联网 / 不需要融资 / 500-2000人
10,dba数据库工程师,15k-30k,软件服务｜咨询 ORACLE Linux Unix 英语 Aws,CLPS,[大连·东财],“英语666薪资open”,软件服务｜咨询 / 上市公司 / 500-2000人
11,dba数据库工程师,30k-60k,电商平台 新零售 MySQL mongodb redis ADB,能链集团,[北京·朝阳区],“独角兽企业 新能源互联网 数据量大 高并发”,"数据服务｜咨询,软件服务｜咨询 / D轮及以上 / 500-2000人"
12,dba数据库工程师,15k-30k,数据服务｜咨询 人工智能服务 Python SQL PL/SQL Shell Kubernetes(K8s),墨奇科技,[北京·西苑],“明星团队，前沿技术，上升业务”,人工智能服务 / B轮 / 150-500人
13,dba数据库工程师,10k-14k,IT技术服务｜咨询 金融业 MySQL ORACLE,京北方,[上海·张江],“季度绩效；餐补”,IT技术服务｜咨询 / 上市公司 / 2000人以上
14,dba数据库工程师,20k-30k,软件服务｜咨询 MySQL,猎豹移动,[珠海·香洲区],“弹性打卡，技术氛围”,"人工智能服务,工具类产品,智能硬件 / 上市公司 / 500-2000人"
15,实施工程师（数据库方向）,8k-13k,SQL Server ORACLE SQL MySQL SQLServer DBA DB2,嘉扬,[上海·浦东新…],“SQL、eHR”,移动互联网 / 不需要融资 / 150-500人
16,数据库工程师,8k-9k,数据服务｜咨询 软件服务｜咨询 JAVA Python Spring MySQL Linux,巨杉数据库,[长沙·伍家岭],“公司正规发展空间大五险一金注重培养氛围好”,数据服务｜咨询 / D轮及以上 / 150-500人
17,数据库开发工程师（java）,10k-20k,数据服务｜咨询 IT技术服务｜咨询,巨杉数据库,[广州·黄阁],“国际化办公环境 年底双薪”,数据服务｜咨询 / D轮及以上 / 150-500人
18,dba数据库工程师,25k-40k,科技金融 生活服务 MySQL Python Shell Linux,,[上海·张江],“上市公司 无加班文化 双休 班车接送”,专业服务｜咨询 / 未融资 / 50-150人
19,dba数据库工程师,15k-25k,数据服务｜咨询 软件服务｜咨询 Python GO Linux,睿帆科技,[北京·朝阳区],“发展空间大”,"人工智能服务,数据服务｜咨询 / A轮 / 150-500人"
20,DBA数据库工程师,18k-35k,软件服务｜咨询 PostgreSQL(PSQL) TDSQL 高斯 OCP,金证股份,[深圳·大冲],“信创项目 上市公司 周末双休”,"软件服务｜咨询,IT技术服务｜咨询 / 上市公司 / 2000人以上"
21,dba数据库工程师,13k-25k,新媒体 物联网 MySQL ORACLE PostgreSQL(PSQL),广东亿迅,[广州·珠江新…],“国企”,"软件服务｜咨询,IT技术服务｜咨询,网络通信 / 不需要融资 / 2000人以上"
22,dba数据库工程师,22k-35k,科技金融 电商平台 PostgreSQL(PSQL) ORACLE MySQL SQL Server,上海嘉银金融科技股份有限公司,[上海·东方路],“团队氛围好，技术培训”,科技金融 / 上市公司 / 500-2000人
23,dba数据库工程师,15k-20k,软件服务｜咨询 SQL Server MySQL ORACLE,金证睿服,[深圳·东门],“证券项目，长期稳定”,软件服务｜咨询 / 上市公司 / 2000人以上
24,DBA数据库工程师,15k-20k,网络通信 JAVA C++ Python SQL,融轩信息,[北京·亦庄],“五险一金+周末双休”,网络通信 / 未融资 / 150-500人
25,数据库运维工程师（dba）,15k-25k,科技金融 ORACLE MySQL,建信金科,[广州·越秀区],“五险一金”,科技金融 / 不需要融资 / 2000人以上
26,云计算数据库产品SRE工程师（Cloud DBA）,20k-40k,Linux TCP/IP,字节跳动,[杭州·余杭区],"“下午茶,健身瑜伽,六险一金,五险一金”","内容资讯,短视频 / D轮及以上 / 2000人以上"
27,云计算数据库产品SRE工程师（Cloud DBA）,20k-40k,Linux TCP/IP,字节跳动,[深圳·南山区],"“下午茶,健身瑜伽,六险一金,五险一金”","内容资讯,短视频 / D轮及以上 / 2000人以上"
28,DBA,15k-25k,科技金融 Windows Linux,金证股份,[深圳·南山区],“周末不补班 每年两次晋升机会 弹性打卡”,"软件服务｜咨询,IT技术服务｜咨询 / 上市公司 / 2000人以上"
29,dba数据库管理员,25k-40k,物流平台 物流｜运输 MySQL ORACLE Python SQL Shell,,[上海·张江],“福利待遇优 发展前景优”,专业服务｜咨询 / 未融资 / 50-150人
30,高级dba工程师,20k-35k,软件服务｜咨询 IT技术服务｜咨询 MySQL,契约锁,[上海·闵行区],“业务前景好，团队氛围佳，包三餐，年终奖”,工具类产品 / C轮 / 500-2000人
31,DBA数据库工程师,15k-30k,新能源汽车制造 MySQL SQL Server,飞凡汽车,[上海·黄渡],“500强 新能源 前景好 发展空间”,新能源汽车制造 / 天使轮 / 500-2000人
32,dba,20k-30k,IT技术服务｜咨询 软件服务｜咨询 Python Shell DB2 ORACLE MySQL,微创软件,[深圳·南山区],“大厂”,IT技术服务｜咨询 / 不需要融资 / 2000人以上
33,dba数据库管理员,20k-25k,金融业 ORACLE MySQL,微创软件,[上海·陆家嘴],“上市公司、六险一金”,IT技术服务｜咨询 / 不需要融资 / 2000人以上
34,高级dba工程师,20k-30k,电商平台 SQL MySQL,猎豹移动,[北京·四惠],“弹性打卡”,"人工智能服务,工具类产品,智能硬件 / 上市公司 / 500-2000人"
35,数据库工程师,25k-35k,SQL MySQL 云计算,猎豹移动,[北京·四惠],“弹性打卡”,"人工智能服务,工具类产品,智能硬件 / 上市公司 / 500-2000人"
36,DBA,15k-25k,物联网 智能硬件 MySQL ORACLE,电银信息,[上海·张江],“五险一金”,科技金融 / 未融资 / 500-2000人
37,dba数据库工程师,15k-30k,软件服务｜咨询 MySQL ORACLE,泛微,[上海·浦江],“免费三餐；免费包车；年度旅游”,软件服务｜咨询 / 上市公司 / 2000人以上
38,数据库工程师（DBA）,14k-24k,金融业 MySQL mongodb redis tidb,万达普惠,[广州·珠江新…],“扁平式管理、下午茶、加班少”,科技金融 / 不需要融资 / 50-150人
39,dba数据库工程师,25k-35k,数据服务｜咨询 IT技术服务｜咨询 SQL Teradata Oracl,双照科技,[深圳·南山区],“周末双休 五险一金 年终奖 带薪年假”,"数据服务｜咨询,人工智能服务,IT技术服务｜咨询 / 不需要融资 / 150-500人"
40,高级DBA数据库工程师(J11521),20k-40k,科技金融 MySQL,AKULAKU,[深圳·深圳湾],"“薪酬丰厚,1V1导师制，弹性工作制”",科技金融 / D轮及以上 / 2000人以上
41,dba,15k-30k,电商平台 Python SQL Server Linux,ACCESS集团,[杭州·江干区],“人才需要这样一个平台做沉淀成长”,电商平台 / 不需要融资 / 500-2000人
42,DBA数据库管理员,15k-22k,在线教育 IT技术服务｜咨询,华毓科技,[深圳·桂庙路…],“周末双休 弹性打卡 交通便捷 五险一金”,IT技术服务｜咨询 / 不需要融资 / 150-500人
43,[新加坡] 数据库工程师 (DBA),30k-50k,电商平台 SQL MySQL PostgreSQL(PSQL) ORACLE Linux,Shopee,[海外·海外],“工作生活平衡，低税率，一线发达国家生活水平”,电商平台 / 上市公司 / 500-2000人
44,dba,20k-40k,电商平台 物联网 SQL Server MySQL PostgreSQL(PSQL),飞榴科技,[上海·张江],“加班少 弹性工作 项目奖金”,"数据服务｜咨询,IT技术服务｜咨询 / A轮 / 150-500人"
45,dba,15k-30k,电商平台 Python SQL Server Linux,ACCESS集团,[杭州·江干区],“人才需要这样一个平台做沉淀成长”,电商平台 / 不需要融资 / 500-2000人
46,高级dba工程师,28k-35k,生活服务 数据服务｜咨询 MySQL,驿通信息,[北京·百子湾],“大数据量，成长空间大；互联网热门行业”,网络通信 / 未融资 / 150-500人
47,数据库开发工程师,10k-15k,软件服务｜咨询 工具类产品 SQL Server MySQL ORACLE DB2,华资软件,[广州·广卫],“六险一金，福利好，大平台，大项目”,"软件服务｜咨询,IT技术服务｜咨询 / 不需要融资 / 500-2000人"
48,数据库java开发工程师（2022届）,10k-20k,软件服务｜咨询 IT技术服务｜咨询,巨杉数据库,[广州·黄阁],“技术氛围好 办公环境好”,数据服务｜咨询 / D轮及以上 / 150-500人
49,数据库测试工程师（2022届）,10k-20k,软件服务｜咨询 IT技术服务｜咨询 功能测试 性能测试,巨杉数据库,[广州·黄阁],“国际化办公环境 技术氛围好 同事易相处”,数据服务｜咨询 / D轮及以上 / 150-500人
50,云计算数据库产品SRE工程师（Cloud DBA）,20k-40k,Linux TCP/IP,字节跳动,[北京·海淀区],"“下午茶,健身瑜伽,六险一金,五险一金”","内容资讯,短视频 / D轮及以上 / 2000人以上"
51,数据库DBA工程师,25k-50k,后端开发,字节跳动,[西安·未央区],"“下午茶,健身瑜伽,六险一金,五险一金”","内容资讯,短视频 / D轮及以上 / 2000人以上"
52,dba工程师,20k-25k,科技金融 MySQL ORACLE,弘康人寿,[北京·大望路],“六险一金”,科技金融 / 不需要融资 / 150-500人
53,DBA,30k-35k,电商平台 软件服务｜咨询 Python Perl Shell MySQL TIDB,马帮,[上海·闵行区],“跨境电商行业top”,移动互联网 / B轮 / 500-2000人
54,dba数据库工程师,15k-25k,IT技术服务｜咨询 金融业 MySQL ORACLE Linux,华润网络,[深圳·科技园],“500强，发展空间大，技术氛围浓厚”,消费生活 / 不需要融资 / 150-500人
55,数据库工程师（福州）,6k-10k,软件服务｜咨询 IT技术服务｜咨询 MySQL ORACLE,华资软件,[福州·铜盘],“六险一金，福利好，大平台，大项目”,"软件服务｜咨询,IT技术服务｜咨询 / 不需要融资 / 500-2000人"
56,高级数据库工程师（DBA）,30k-45k,软件服务｜咨询 SQL Server MySQL,AfterShip,[深圳·南山区],“有竞争力的薪资、福利和广阔的上升空间”,"软件服务｜咨询,营销服务｜咨询,数据服务｜咨询 / B轮 / 150-500人"
57,数据库运维工程师,10k-15k,软件服务｜咨询 IT技术服务｜咨询 SQL Server MySQL DB2,华资软件,[广州·棠下],“六险一金，福利好，大平台，大项目”,"软件服务｜咨询,IT技术服务｜咨询 / 不需要融资 / 500-2000人"
58,DBA 数据库工程师 (MJ000873),20k-40k,新能源汽车制造 JAVA C++ Python MySQL,集度汽车,[北京·立水桥],“扁平化，发展空间大，福利完善”,新能源汽车制造 / 未融资 / 150-500人
59,dba数据库工程师,15k-25k,电商平台 汽车交易平台 MySQL DB2,诺互汽车,[上海·普陀区],“大公司，近地铁，团队氛围好”,服务业 / 未融资 / 500-2000人
60,DBA数据库管理员,20k-27k,科技金融 SQL,微创软件,[上海·陆家嘴],“团队实力强，发展前景好”,IT技术服务｜咨询 / 不需要融资 / 2000人以上
61,Oracle DBA - 西宁,6k-10k,数据服务｜咨询 软件服务｜咨询 SQL MySQL Linux OCP/OCM,云和恩墨,[西宁·城西区],“结构化发展渠道 多元化分享培训”,"数据服务｜咨询,软件服务｜咨询 / 不需要融资 / 500-2000人"
62,dba数据库工程师,15k-30k,金融业 Hadoop MySQL ORACLE,君禾世纪,[北京·四惠],“扁平化管理”,移动互联网 / 不需要融资 / 500-2000人
63,dba数据库工程师,12k-24k,PostgreSQL(PSQL) SQL Server ORACLE DevOps/AIOps Shell Python,广域铭岛（吉利工业互联网）,[重庆·大竹林],“工业互联网、发展空间大”,"IT技术服务｜咨询,人工智能服务,物联网 / 不需要融资 / 150-500人"
64,dba,25k-35k,物联网 Python Linux,拉勾集团,[北京·海淀区],“团队氛围好，晋升空间大”,"工具类产品,在线教育 / D轮及以上 / 500-2000人"
65,数据库运维工程师,25k-50k,金融业 MySQL ORACLE,北京中关村银行,[北京·西北旺],“团队有大牛 福利好 有发展空间”,"科技金融,金融业 / 不需要融资 / 150-500人"
66,dba数据库工程师,30k-50k,数据服务｜咨询 IT技术服务｜咨询 MySQL SQL Server,Futech,[北京·朝阳区],“赴日就职，薪资福利待遇优厚！！！！！”,"数据服务｜咨询,IT技术服务｜咨询,网络通信 / 未融资 / 50-150人"
67,DBA-SQL Server,15k-25k,IT技术服务｜咨询 软件服务｜咨询 MySQL,友邦科技,[成都·高新区],“项目稳定”,IT技术服务｜咨询 / 上市公司 / 500-2000人
68,dba工程师,18k-25k,软件服务｜咨询 IT技术服务｜咨询 SQL Linux Unix,致远互联,[成都·双流县],“六险一金 年终奖 福利补贴 晋升”,软件服务｜咨询 / 上市公司 / 500-2000人
69,dba,15k-30k,电商平台 JAVA Python MySQL,万里牛,[杭州·西溪],“行业好，公司文档，有前景”,"软件服务｜咨询,数据服务｜咨询 / B轮 / 150-500人"
70,dba数据库工程师,15k-30k,数据服务｜咨询 人工智能服务 Python Linux MySQL DevOps/AIOps,个推,[杭州·西湖区],“A股上市 数据智能 16~18薪 总监为清华背景”,数据服务｜咨询 / 上市公司 / 500-2000人
71,数据库C++开发工程师（2022届）,10k-20k,软件服务｜咨询 IT技术服务｜咨询 C语言,巨杉数据库,[广州·黄阁],“技术氛围好 年终奖金”,数据服务｜咨询 / D轮及以上 / 150-500人
72,数据库开发工程师(C++),9k-16k,软件服务｜咨询 IT技术服务｜咨询 Linux Unix,巨杉数据库,[广州·大学城],“五险一金、团建、核心开发”,数据服务｜咨询 / D轮及以上 / 150-500人
73,云计算数据库产品SRE工程师（Cloud DBA）,20k-40k,Linux TCP/IP,字节跳动,[北京·海淀区],"“下午茶,健身瑜伽,六险一金,五险一金”","内容资讯,短视频 / D轮及以上 / 2000人以上"
74,数据库工程师（DBA）,25k-50k,后端开发,字节跳动,[上海·徐汇区],"“六险一金,弹性工作,租房补贴,股票期权”","内容资讯,短视频 / D轮及以上 / 2000人以上"
75,数据库工程师（DBA）,25k-50k,后端开发,字节跳动,[上海·徐汇区],"“六险一金,弹性工作,租房补贴,股票期权”","内容资讯,短视频 / D轮及以上 / 2000人以上"
76,数据库运维工程师,10k-15k,软件服务｜咨询 IT技术服务｜咨询 SQL Server MySQL DB2,华资软件,[广州·棠下],“六险一金，福利好，大平台，大项目”,"软件服务｜咨询,IT技术服务｜咨询 / 不需要融资 / 500-2000人"
77,数据库工程师（北京）,15k-25k,工具类产品 软件服务｜咨询 SQL Server MySQL ORACLE PostgreSQL(PSQL),华资软件,[北京·东城区],“六险一金，福利好，大平台，大项目”,"软件服务｜咨询,IT技术服务｜咨询 / 不需要融资 / 500-2000人"
78,dba数据库管理员,25k-35k,IT技术服务｜咨询 SQL SQL Server MySQL ORACLE PostgreSQL(PSQL),华云中盛,[深圳·南山区],“空间大”,"数据服务｜咨询,人工智能服务 / 不需要融资 / 500-2000人"
79,dba数据库管理员,25k-35k,软件服务｜咨询 IT技术服务｜咨询 MySQL,华云中盛,[北京·五道口],“空间大”,"数据服务｜咨询,人工智能服务 / 不需要融资 / 500-2000人"
80,数据库工程师,15k-20k,软件服务｜咨询 IT技术服务｜咨询 SQL Server MySQL ORACLE Linux,黄河科技,[郑州·管城回…],“发展前景广阔 团队实力强”,"企业服务,工具 / 不需要融资 / 50-150人"
81,DBA数据库工程师（北京/苏州/深圳）,40k-80k,金融,深圳金融科技研究院（中国人民银行金融科技研究院）,[北京·太平桥],“发展空间大，福利好”,金融业 / 不需要融资 / 150-500人
82,数据库运维开发工程师(DBA),25k-50k,PostgreSQL(PSQL) GO Python,完美世界,[北京·朝阳区],“优秀的技术团队，大平台，福利待遇好”,游戏 / 上市公司 / 2000人以上
83,数据库工程师(DBA)(009757),25k-50k,智能硬件 Python ORACLE Linux 数据库开发,vivo,[东莞·东莞市…],“股票期权，午餐补助，交通补助，带薪年假”,智能硬件 / 不需要融资 / 2000人以上
84,dba数据库管理员,15k-30k,软件服务｜咨询 MySQL ORACLE PostgreSQL(PSQL) 国产数据库 达梦,泛微,[上海·浦江],“上市公司平台大”,软件服务｜咨询 / 上市公司 / 2000人以上
85,dba,20k-33k,数据服务｜咨询 物流｜运输 MySQL,Flash express,[北京·立水桥],“氛围好、年终奖较高、晋升快、每年两次调薪机制”,物流｜运输 / D轮及以上 / 150-500人
86,dba数据库工程师,15k-25k,MySQL,万里开源,[成都·犀浦],“福利待遇好，有实习补贴”,数据服务｜咨询 / 不需要融资 / 150-500人
87,dba工程师,20k-32k,ORACLE MySQL,弘康人寿,[北京·大望路],"“六险一金,工作居住证,福利补贴,年终奖”",科技金融 / 不需要融资 / 150-500人
88,dba,25k-50k,区块链 Python MySQL,雄岸區塊鏈集團,[深圳·大冲],“团队氛围好，福利待遇优”,区块链 / 上市公司 / 50-150人
89,DBA工程师,15k-18k,运维 安全 CDN,海尔集团,[青岛·崂山区],“五险一金”,物联网 / 上市公司 / 2000人以上
90,数据库工程师,8k-12k,数据服务｜咨询 IT技术服务｜咨询 SQL Server MySQL ORACLE Linux,中航信华东数据,[北京·后沙峪],“发展前景好，福利待遇优厚。”,数据服务 / 不需要融资 / 2000人以上
