,tag,job,low_wages,hight_wages,year_wages,city,ink,staff,skill,jobDes,inkDes
0,0,运维工程师（数据库方向）,9.0,15.0,144.0,上海,嘉扬,500,"SQL,SQL,Server,ORACLE,MySQL,SQLServer,DBA,DB",,"移动互联网,不需要融资"
1,0,dba数据库工程师,6.0,10.0,96.0,上海,领途网络,50,"SQL,Server,MySQL,ORACLE,PostgreSQL,PSQL","技术总监亲自带队,五险一金,补贴等,组织旅游","人工智能服务,物联网,网络通信,不需要融资"
2,0,数据库工程师dba,8.0,9.0,102.0,广州,巨杉数据库,500,"JAVA,Python,Shell,Linux",公司正规发展空间大注重培养五险一金,"数据服务,咨询,D轮及以上"
3,0,数据库工程师dba,8.0,9.0,102.0,北京,巨杉数据库,500,"JAVA,Shell,Hadoop,Spark,Linux",公司正规发展空间大注重培养五险一金,"数据服务,咨询,D轮及以上"
4,0,图数据库开发工程师,10.0,15.0,150.0,北京,赛思信安,500,"JAVA,Titan,janusGraph","五险一金,培养,员工体检,不加班,年底奖金","数据服务,咨询,不需要融资"
5,0,数据库测试工程师,8.0,15.0,138.0,深圳,深算院,500,"JAVA,Python,SQL,Linux","大咖带队,行业培训,团队下午茶,优质平台","数据服务,人工智能,未融资"
6,0,DBA,12.0,24.0,216.0,福州,人大金仓,500,"PostgreSQL,PSQL,Linux,MySQL","六险一金,年底奖金,弹性工作,餐补交补","数据服务,咨询,不需要融资"
7,0,数据库或ETL开发工程师,10.0,20.0,180.0,上海,中科软,2000,"MySQL,ORACLE,DB,PostgreSQL,PSQL","开发,经理,主管岗位晋升非常清晰","IT技术服务,咨询,上市公司"
8,0,dba（校招）,8.0,12.0,120.0,广州,翼课网,2000,"MySQL,Linux,Shell,Python,Zabbix","试用期全薪,弹性上班","人工智能服务,软件服务,咨询,不需要融资"
9,0,技术中心数据库工程师,9.0,12.0,126.0,广州,联合电服,2000,"MySQL,ORACLE,DB","国有企业,六险二金,带薪年假","物联网,不需要融资"
10,0,dba数据库工程师,15.0,30.0,270.0,大连,CLPS,2000,"ORACLE,Linux,Unix,Aws","英语,薪资","软件服务,咨询,上市公司"
11,0,dba数据库工程师,30.0,60.0,540.0,北京,能链集团,2000,"MySQL,mongodb,redis,ADB","独角兽企业,新能源互联网,数据量大,高并发","数据服务,咨询,软件服务,咨询,D轮及以上"
12,0,dba数据库工程师,15.0,30.0,270.0,北京,墨奇科技,500,"Python,SQL,PL,SQL,Shell,Kubernetes,K,s","明星团队,前沿技术,上升业务","人工智能服务,B轮"
13,0,dba数据库工程师,10.0,14.0,144.0,上海,京北方,2000,"IT,MySQL,ORACLE","季度绩效,餐补","IT技术服务,咨询,上市公司"
14,0,dba数据库工程师,20.0,30.0,300.0,珠海,猎豹移动,2000,MySQL,"弹性打卡,技术氛围","人工智能服务,工具类产品,智能硬件,上市公司"
15,0,实施工程师（数据库方向）,8.0,13.0,126.0,上海,嘉扬,500,"SQL,Server,ORACLE,SQL,MySQL,SQLServer,DBA,DB",,"移动互联网,不需要融资"
16,0,数据库工程师,8.0,9.0,102.0,长沙,巨杉数据库,500,"JAVA,Python,Spring,MySQL,Linux",公司正规发展空间大五险一金注重培养氛围好,"数据服务,咨询,D轮及以上"
17,0,数据库开发工程师（java）,10.0,20.0,180.0,广州,巨杉数据库,500,IT,"国际化办公环境,年底双薪","数据服务,咨询,D轮及以上"
18,0,dba数据库工程师,15.0,25.0,240.0,北京,睿帆科技,500,"Python,GO,Linux",发展空间大,"人工智能服务,数据服务,咨询,A轮"
19,0,DBA数据库工程师,18.0,35.0,318.0,深圳,金证股份,2000,"PostgreSQL,PSQL,TDSQL,OCP","信创项目,上市公司,周末双休","软件服务,咨询,IT技术服务,咨询,上市公司"
20,0,dba数据库工程师,13.0,25.0,228.0,广州,广东亿迅,2000,"MySQL,ORACLE,PostgreSQL,PSQL",国企,"软件服务,咨询,IT技术服务,咨询,网络通信,不需要融资"
21,0,dba数据库工程师,22.0,35.0,342.0,上海,上海嘉银金融科技股份有限公司,2000,"PostgreSQL,PSQL,ORACLE,MySQL,SQL,Server","团队氛围好,技术培训","科技金融,上市公司"
22,0,dba数据库工程师,15.0,20.0,210.0,深圳,金证睿服,2000,"SQL,Server,MySQL,ORACLE","证券项目,长期稳定","软件服务,咨询,上市公司"
23,0,DBA数据库工程师,15.0,20.0,210.0,北京,融轩信息,500,"JAVA,C,Python,SQL","五险一金,周末双休","网络通信,未融资"
24,0,数据库运维工程师（dba）,15.0,25.0,240.0,广州,建信金科,2000,"ORACLE,MySQL",五险一金,"科技金融,不需要融资"
25,0,云计算数据库产品SRE工程师（Cloud DBA）,20.0,40.0,360.0,杭州,字节跳动,2000,"Linux,TCP,IP","下午茶,健身瑜伽,六险一金,五险一金","内容资讯,短视频,D轮及以上"
26,0,云计算数据库产品SRE工程师（Cloud DBA）,20.0,40.0,360.0,深圳,字节跳动,2000,"Linux,TCP,IP","下午茶,健身瑜伽,六险一金,五险一金","内容资讯,短视频,D轮及以上"
27,0,DBA,15.0,25.0,240.0,深圳,金证股份,2000,"Windows,Linux","周末不补班,每年两次晋升机会,弹性打卡","软件服务,咨询,IT技术服务,咨询,上市公司"
28,0,高级dba工程师,20.0,35.0,330.0,上海,契约锁,2000,"IT,MySQL","业务前景好,团队氛围佳,包三餐,年终奖","工具类产品,C轮"
29,0,DBA数据库工程师,15.0,30.0,270.0,上海,飞凡汽车,2000,"MySQL,SQL,Server","强,新能源,前景好,发展空间","新能源汽车制造,天使轮"
30,0,dba,20.0,30.0,300.0,深圳,微创软件,2000,"IT,Python,Shell,DB,ORACLE,MySQL",大厂,"IT技术服务,咨询,不需要融资"
31,0,dba数据库管理员,20.0,25.0,270.0,上海,微创软件,2000,"ORACLE,MySQL","上市公司,六险一金","IT技术服务,咨询,不需要融资"
32,0,高级dba工程师,20.0,30.0,300.0,北京,猎豹移动,2000,"SQL,MySQL",弹性打卡,"人工智能服务,工具类产品,智能硬件,上市公司"
33,0,数据库工程师,25.0,35.0,360.0,北京,猎豹移动,2000,"SQL,MySQL",弹性打卡,"人工智能服务,工具类产品,智能硬件,上市公司"
34,0,DBA,15.0,25.0,240.0,上海,电银信息,2000,"MySQL,ORACLE",五险一金,"科技金融,未融资"
35,0,dba数据库工程师,15.0,30.0,270.0,上海,泛微,2000,"MySQL,ORACLE","免费三餐,免费包车,年度旅游","软件服务,咨询,上市公司"
36,0,数据库工程师（DBA）,14.0,24.0,228.0,广州,万达普惠,150,"MySQL,mongodb,redis,tidb","扁平式管理,下午茶,加班少","科技金融,不需要融资"
37,0,dba数据库工程师,25.0,35.0,360.0,深圳,双照科技,500,"IT,SQL,Teradata,Oracl","周末双休,五险一金,年终奖,带薪年假","数据服务,咨询,人工智能服务,IT技术服务,咨询,不需要融资"
38,0,高级DBA数据库工程师(J11521),20.0,40.0,360.0,深圳,AKULAKU,2000,MySQL,"薪酬丰厚,导师制,弹性工作制","科技金融,D轮及以上"
39,0,dba,15.0,30.0,270.0,杭州,ACCESS集团,2000,"Python,SQL,Server,Linux",人才需要这样一个平台做沉淀成长,"电商平台,不需要融资"
40,0,DBA数据库管理员,15.0,22.0,222.0,深圳,华毓科技,500,IT,"周末双休,弹性打卡,交通便捷,五险一金","IT技术服务,咨询,不需要融资"
41,0,[新加坡] 数据库工程师 (DBA),30.0,50.0,480.0,海外,Shopee,2000,"SQL,MySQL,PostgreSQL,PSQL,ORACLE,Linux","工作生活平衡,低税率,一线发达国家生活水平","电商平台,上市公司"
42,0,dba,20.0,40.0,360.0,上海,飞榴科技,500,"SQL,Server,MySQL,PostgreSQL,PSQL","加班少,弹性工作,项目奖金","数据服务,咨询,IT技术服务,咨询,A轮"
43,0,dba,15.0,30.0,270.0,杭州,ACCESS集团,2000,"Python,SQL,Server,Linux",人才需要这样一个平台做沉淀成长,"电商平台,不需要融资"
44,0,高级dba工程师,28.0,35.0,378.0,北京,驿通信息,500,MySQL,"大数据量,成长空间大,互联网热门行业","网络通信,未融资"
45,0,数据库开发工程师,10.0,15.0,150.0,广州,华资软件,2000,"SQL,Server,MySQL,ORACLE,DB","六险一金,福利好,大平台,大项目","软件服务,咨询,IT技术服务,咨询,不需要融资"
46,0,数据库java开发工程师（2022届）,10.0,20.0,180.0,广州,巨杉数据库,500,IT,"技术氛围好,办公环境好","数据服务,咨询,D轮及以上"
47,0,数据库测试工程师（2022届）,10.0,20.0,180.0,广州,巨杉数据库,500,IT,"国际化办公环境,技术氛围好,同事易相处","数据服务,咨询,D轮及以上"
48,0,云计算数据库产品SRE工程师（Cloud DBA）,20.0,40.0,360.0,北京,字节跳动,2000,"Linux,TCP,IP","下午茶,健身瑜伽,六险一金,五险一金","内容资讯,短视频,D轮及以上"
49,0,数据库DBA工程师,25.0,50.0,450.0,西安,字节跳动,2000,,"下午茶,健身瑜伽,六险一金,五险一金","内容资讯,短视频,D轮及以上"
50,0,dba工程师,20.0,25.0,270.0,北京,弘康人寿,500,"MySQL,ORACLE",六险一金,"科技金融,不需要融资"
51,0,DBA,30.0,35.0,390.0,上海,马帮,2000,"Python,Perl,Shell,MySQL,TIDB",跨境电商行业,"移动互联网,B轮"
52,0,dba数据库工程师,15.0,25.0,240.0,深圳,华润网络,500,"IT,MySQL,ORACLE,Linux","强,发展空间大,技术氛围浓厚","消费生活,不需要融资"
53,0,数据库工程师（福州）,6.0,10.0,96.0,福州,华资软件,2000,"IT,MySQL,ORACLE","六险一金,福利好,大平台,大项目","软件服务,咨询,IT技术服务,咨询,不需要融资"
54,0,高级数据库工程师（DBA）,30.0,45.0,450.0,深圳,AfterShip,500,"SQL,Server,MySQL","有竞争力的薪资,福利和广阔的上升空间","软件服务,咨询,营销服务,咨询,数据服务,咨询,B轮"
55,0,数据库运维工程师,10.0,15.0,150.0,广州,华资软件,2000,"IT,SQL,Server,MySQL,DB","六险一金,福利好,大平台,大项目","软件服务,咨询,IT技术服务,咨询,不需要融资"
56,0,DBA 数据库工程师 (MJ000873),20.0,40.0,360.0,北京,集度汽车,500,"JAVA,C,Python,MySQL","扁平化,发展空间大,福利完善","新能源汽车制造,未融资"
57,0,dba数据库工程师,15.0,25.0,240.0,上海,诺互汽车,2000,"MySQL,DB","大公司,近地铁,团队氛围好","服务业,未融资"
58,0,DBA数据库管理员,20.0,27.0,282.0,上海,微创软件,2000,SQL,"团队实力强,发展前景好","IT技术服务,咨询,不需要融资"
59,0,Oracle DBA - 西宁,6.0,10.0,96.0,西宁,云和恩墨,2000,"SQL,MySQL,Linux,OCP,OCM","结构化发展渠道,多元化分享培训","数据服务,咨询,软件服务,咨询,不需要融资"
60,0,dba数据库工程师,15.0,30.0,270.0,北京,君禾世纪,2000,"Hadoop,MySQL,ORACLE",扁平化管理,"移动互联网,不需要融资"
61,0,dba数据库工程师,12.0,24.0,216.0,重庆,广域铭岛（吉利工业互联网）,500,"PostgreSQL,PSQL,SQL,Server,ORACLE,DevOps,AIOps,Shell,Python","工业互联网,发展空间大","IT技术服务,咨询,人工智能服务,物联网,不需要融资"
62,0,dba,25.0,35.0,360.0,北京,拉勾集团,2000,"Python,Linux","团队氛围好,晋升空间大","工具类产品,在线教育,D轮及以上"
63,0,数据库运维工程师,25.0,50.0,450.0,北京,北京中关村银行,500,"MySQL,ORACLE","团队有大牛,福利好,有发展空间","科技金融,金融业,不需要融资"
64,0,dba数据库工程师,30.0,50.0,480.0,北京,Futech,150,"IT,MySQL,SQL,Server","赴日就职,薪资福利待遇优厚","数据服务,咨询,IT技术服务,咨询,网络通信,未融资"
65,0,DBA-SQL Server,15.0,25.0,240.0,成都,友邦科技,2000,"IT,MySQL",项目稳定,"IT技术服务,咨询,上市公司"
66,0,dba工程师,18.0,25.0,258.0,成都,致远互联,2000,"IT,SQL,Linux,Unix","六险一金,年终奖,福利补贴,晋升","软件服务,咨询,上市公司"
67,0,dba,15.0,30.0,270.0,杭州,万里牛,500,"JAVA,Python,MySQL","行业好,公司文档,有前景","软件服务,咨询,数据服务,咨询,B轮"
68,0,dba数据库工程师,15.0,30.0,270.0,杭州,个推,2000,"Python,Linux,MySQL,DevOps,AIOps","股上市,数据智能,薪,总监为清华背景","数据服务,咨询,上市公司"
69,0,数据库C++开发工程师（2022届）,10.0,20.0,180.0,广州,巨杉数据库,500,"IT,C","技术氛围好,年终奖金","数据服务,咨询,D轮及以上"
70,0,数据库开发工程师(C++),9.0,16.0,150.0,广州,巨杉数据库,500,"IT,Linux,Unix","五险一金,团建,核心开发","数据服务,咨询,D轮及以上"
71,0,云计算数据库产品SRE工程师（Cloud DBA）,20.0,40.0,360.0,北京,字节跳动,2000,"Linux,TCP,IP","下午茶,健身瑜伽,六险一金,五险一金","内容资讯,短视频,D轮及以上"
72,0,数据库工程师（DBA）,25.0,50.0,450.0,上海,字节跳动,2000,,"六险一金,弹性工作,租房补贴,股票期权","内容资讯,短视频,D轮及以上"
73,0,数据库工程师（DBA）,25.0,50.0,450.0,上海,字节跳动,2000,,"六险一金,弹性工作,租房补贴,股票期权","内容资讯,短视频,D轮及以上"
74,0,数据库运维工程师,10.0,15.0,150.0,广州,华资软件,2000,"IT,SQL,Server,MySQL,DB","六险一金,福利好,大平台,大项目","软件服务,咨询,IT技术服务,咨询,不需要融资"
75,0,数据库工程师（北京）,15.0,25.0,240.0,北京,华资软件,2000,"SQL,Server,MySQL,ORACLE,PostgreSQL,PSQL","六险一金,福利好,大平台,大项目","软件服务,咨询,IT技术服务,咨询,不需要融资"
76,0,dba数据库管理员,25.0,35.0,360.0,深圳,华云中盛,2000,"IT,SQL,SQL,Server,MySQL,ORACLE,PostgreSQL,PSQL",空间大,"数据服务,咨询,人工智能服务,不需要融资"
77,0,dba数据库管理员,25.0,35.0,360.0,北京,华云中盛,2000,"IT,MySQL",空间大,"数据服务,咨询,人工智能服务,不需要融资"
78,0,数据库工程师,15.0,20.0,210.0,郑州,黄河科技,150,"IT,SQL,Server,MySQL,ORACLE,Linux","发展前景广阔,团队实力强","企业服务,工具,不需要融资"
79,0,DBA数据库工程师（北京/苏州/深圳）,40.0,80.0,720.0,北京,深圳金融科技研究院（中国人民银行金融科技研究院）,500,,"发展空间大,福利好","金融业,不需要融资"
80,0,数据库运维开发工程师(DBA),25.0,50.0,450.0,北京,完美世界,2000,"PostgreSQL,PSQL,GO,Python","优秀的技术团队,大平台,福利待遇好","游戏,上市公司"
81,0,数据库工程师(DBA)(009757),25.0,50.0,450.0,东莞,vivo,2000,"Python,ORACLE,Linux","股票期权,午餐补助,交通补助,带薪年假","智能硬件,不需要融资"
82,0,dba数据库管理员,15.0,30.0,270.0,上海,泛微,2000,"MySQL,ORACLE,PostgreSQL,PSQL",上市公司平台大,"软件服务,咨询,上市公司"
83,0,dba,20.0,33.0,318.0,北京,Flash express,500,MySQL,"氛围好,年终奖较高,晋升快,每年两次调薪机制","物流,运输,D轮及以上"
84,0,dba数据库工程师,15.0,25.0,240.0,成都,万里开源,500,MySQL,"福利待遇好,有实习补贴","数据服务,咨询,不需要融资"
85,0,dba工程师,20.0,32.0,312.0,北京,弘康人寿,500,"ORACLE,MySQL","六险一金,工作居住证,福利补贴,年终奖","科技金融,不需要融资"
86,0,dba,25.0,50.0,450.0,深圳,雄岸區塊鏈集團,150,"Python,MySQL","团队氛围好,福利待遇优","区块链,上市公司"
87,0,DBA工程师,15.0,18.0,198.0,青岛,海尔集团,2000,CDN,五险一金,"物联网,上市公司"
88,0,数据库工程师,8.0,12.0,120.0,北京,中航信华东数据,2000,"IT,SQL,Server,MySQL,ORACLE,Linux","发展前景好,福利待遇优厚","数据服务,不需要融资"
89,0,数据库开发工程师,6.0,12.0,108.0,南京,中科软,2000,"IT,MySQL,ORACLE,SQL,Server,Linux","五险一金,双休,节假日全休,十三薪,午餐补助","IT技术服务,咨询,上市公司"
90,0,数据库工程师（DBA）,20.0,40.0,360.0,北京,字节跳动,2000,,六险一金,"内容资讯,短视频,D轮及以上"
91,0,后端高级工程师-OLAP分析型数据库,30.0,60.0,540.0,杭州,字节跳动,2000,,"下午茶,健身瑜伽,六险一金,股票期权","内容资讯,短视频,D轮及以上"
92,0,dba数仓工程师,12.0,23.0,210.0,杭州,北京新微科技有限公司,500,"IT,MySQL",不懈追求完美,"IT技术服务,咨询,未融资"
93,0,dba (MJ000155),15.0,25.0,240.0,上海,兰亭集势,2000,Linux,"五险一金,福利年假","电商平台,上市公司"
94,0,数据库工程师,30.0,45.0,450.0,深圳,鼎峰软件开发,500,"JAVA,SQL,Server,MySQL,ORACLE,PostgreSQL,PSQL","期权,谈薪工作制,双休","软件服务,咨询,区块链,科技金融,上市公司"
95,0,DBA数据库工程师,20.0,40.0,360.0,北京,白龙马云行,500,"MySQL,Redis","五险一金,免费两餐,零食下午茶,年终奖等","软件服务,咨询,不需要融资"
96,0,高级dba工程师,18.0,28.0,276.0,广州,悦跑圈,500,"Python,Shell,SQL,Server,MySQL","双休,五险一金","内容社区,工具类产品,C轮"
97,0,DBA数据库运维工程师,13.0,25.0,228.0,长沙,中兴新云,2000,"Kubernetes,K,s,ORACLE",发展,"软件服务,咨询,不需要融资"
98,0,数据库工程师,15.0,20.0,210.0,北京,北京纳通医疗技术有限公司,2000,"SQL,Server,MySQL,ORACLE,Linux","定期技术分享会,晋升空间","数据服务,咨询,IT技术服务,咨询,不需要融资"
99,0,数据库工程师,5.0,8.0,78.0,成都,卡拉卡尔,2000,"SQL,MySQL,SQL,Server",发展空间大,"数据服务,咨询,新媒体,不需要融资"
100,0,DBA工程师,20.0,26.0,276.0,杭州,政采云,2000,"Python,GO,MySQL","年终奖金,绩效奖金,餐补车补,平台空间","人工智能服务,数据服务,咨询,不需要融资"
101,0,数据库运维工程师,15.0,25.0,240.0,深圳,金证股份,2000,"MySQL,ORACLE","双休,五险一金,交通便利,人才房","软件服务,咨询,IT技术服务,咨询,上市公司"
102,0,DBA,15.0,25.0,240.0,北京,泰康健投,2000,"SQL,Server,ORACLE,PostgreSQL,PSQL,MySQL","六险两金,餐补交通补通讯补,防暑降温补","金融,医疗丨健康,不需要融资"
103,0,数据库运维工程师,8.0,10.0,108.0,佛山,广州南天,2000,"IT,ORACLE,MySQL","五险一金,年终奖金,带薪年假,节日福利","IT技术服务,咨询,上市公司"
104,0,DBA(物联网、自研项目）,25.0,35.0,360.0,广州,乐摇摇,2000,"SQL,PostgreSQL,PSQL,Redis,postgresql,DBA","五险一金,项目奖金,年终奖金,固定,薪","软件服务,咨询,D轮及以上"
105,0,dba数据运维工程师,12.0,20.0,192.0,上海,假面科技,500,"SQL,SQL,Server,Linux","发展前景,福利待遇,个月年终奖","游戏,B轮"
106,0,软件工程师 - 数据库应用开发 (MJ000199),30.0,60.0,540.0,北京,墨奇科技,500,"C,SQL","自由灵活,大牛带队,带薪年休假,各类福利","人工智能服务,B轮"
107,0,软件工程师 - 数据库内核开发 (MJ000123),30.0,60.0,540.0,北京,墨奇科技,500,"C,SQL","自由灵活,大牛带队,带薪年休假,各类福利","人工智能服务,B轮"
108,0,数据库dba工程师,20.0,30.0,300.0,深圳,传易精纬科技（深圳）有限公司,2000,"MySQL,Grafana","蓝海市场,跨国团队","科技金融,金融业,A轮"
109,0,高级/资深数据库运维工程师,20.0,40.0,360.0,北京,网易,2000,"Python,Perl,Shell,GO","大平台,免费三餐","内容资讯,游戏,音频,视频媒体,上市公司"
110,0,数据库开发工程师,10.0,15.0,150.0,佛山,致创科技,150,JAVA,"上市规划,发展空间大","软件服务,咨询,未融资"
111,0,dba,11.0,22.0,198.0,济南,朗新科技,2000,"Python,MySQL,ORACLE,Linux,JAVA","上市公司,规模,人,年终奖丰厚,六险一金","软件服务,咨询,上市公司"
112,0,数据库运维工程师,8.0,12.0,120.0,武汉,财新数据科技有限公司,150,"ORACLE,Linux,Shell","五险一金,定期体检,周末双休","金融业,未融资"
113,0,数据库开发工程师（广州）,8.0,12.0,120.0,广州,名通科技,500,"SQL,Server,MySQL,ORACLE","薪,周末双休,发展空间大","移动互联网,不需要融资"
114,0,数据库工程师,20.0,25.0,270.0,深圳,腾云悦智,2000,"Shell,MySQL,ORACLE,PostgreSQL,PSQL","学习培训机会,内部晋升空间大,弹性上班,双休","人工智能服务,不需要融资"
115,0,dba数据库工程师,25.0,35.0,360.0,上海,电银信息,2000,MySQL,"年终奖,扁平化管理","科技金融,未融资"
116,0,开发DBA,15.0,20.0,210.0,深圳,三代人科技,500,"Hadoop,ORACLE,Python,MySQL","千万级自研产品,技术氛围好","在线医疗,不需要融资"
117,0,22989-数据库高级工程师（CSIG全资子公司）（西安）,30.0,60.0,540.0,深圳,腾讯,2000,,"互联网大厂,公司氛围好","游戏,社交媒体,音频,视频媒体,上市公司"
118,0,22989-数据库后台研发工程师CSIG全资子公司（西安）,30.0,60.0,540.0,深圳,腾讯,2000,,"互联网大厂,公司氛围好","游戏,社交媒体,音频,视频媒体,上市公司"
119,0,数据库内核开发工程师,20.0,40.0,360.0,广州,巨杉数据库,500,C,发展平台大,"数据服务,咨询,D轮及以上"
120,0,高级dba工程师,25.0,40.0,390.0,佛山,美的集团,2000,"IT,SQL,Server,MySQL,ORACLE,DB","运维,日语,英文","制造业,不需要融资"
121,0,dba工程师,18.0,35.0,318.0,武汉,路特斯,2000,MySQL,"周末双休,上市公司背景","新能源汽车制造,未融资"
122,0,高级/资深数据库运维工程师,20.0,40.0,360.0,北京,网易,2000,,"大平台,发展好","内容资讯,游戏,音频,视频媒体,上市公司"
123,0,数据库管理员DBA,8.0,15.0,138.0,武汉,财新数据科技有限公司,150,"SQL,Server,ORACLE,Linux","五险一金,定期体检,周末双休","金融业,未融资"
124,0,高级dba工程师,20.0,35.0,330.0,佛山,美的集团IT,2000,SQL,"创新类项目,世界五百强,五险一金,不内卷","制造业,上市公司"
125,0,数据库管理员dba,14.0,28.0,252.0,上海,兴业数金,2000,"IT,MySQL,ORACLE,Linux,AIX,Kubernetes,K,s",头部股份制商业银行全资科技子公司,"科技金融,不需要融资"
126,0,dba,13.0,18.0,186.0,广州,朗新科技,2000,"SQL,MySQL,ORACLE,Linux","上市公司,规模,人,年终奖丰厚,六险一金","软件服务,咨询,上市公司"
127,0,数据库运维工程师,12.0,18.0,180.0,重庆,西西弗书店,2000,"MySQL,Windows,Linux,DBA","五险一金,节日福利,氛围融洽","新媒体,不需要融资"
128,0,C语言研发工程师(数据库内核方向)1143,15.0,25.0,240.0,北京,中移信息技术,2000,,团队实力强,"数据服务,咨询,IT技术服务,咨询,上市公司"
129,0,数据库开发工程师（dba）,10.0,20.0,180.0,郑州,优臻交通科技,2000,MySQL,"牛人带队,弹性工作,晋升空间大","科技金融,未融资"
130,0,中级dba,10.0,15.0,150.0,成都,海创云出海计算,150,"Python,SQL,MySQL,Linux",数据运维,"数据服务,咨询,不需要融资"
131,0,数据库运维工程师,10.0,20.0,180.0,北京,京北方,2000,"Linux,ORACLE,MySQL","五险一金,带薪休假","IT技术服务,咨询,上市公司"
132,0,数据库工程师,12.0,13.0,150.0,广州,白云信息科技有限公司,500,"ORACLE,Python,Linux,DBA,MySQL",求贤若渴,"其他,不需要融资"
133,0,oracle数据库开发工程师,14.0,20.0,204.0,北京,雁展科技,150,"IT,etl",发展前景好,"IT技术服务,咨询,软件服务,咨询,B轮"
134,0,数据库内核测试开发工程师,12.0,20.0,192.0,北京,天谋科技,50,"SQL,Jira","一级项目商业化公司,社区初创团队","物联网,天使轮"
135,0,dba数据库工程师,25.0,35.0,360.0,广州,卓志集团,2000,"SQL,SQL,Server,MySQL,DB","央企入驻,与政府部门合作,项目稳定,利于提升","物流平台,不需要融资"
136,0,分布式数据库开发工程师,20.0,40.0,360.0,上海,华为技术有限公司,2000,"Linux,MySQL,PostgreSQL,PSQL,C,C","深度参下一代分布式数据库技术从,到,构建","智能硬件,IT技术服务,咨询,制造业,不需要融资"
137,0,DBA,30.0,60.0,540.0,上海,拼多多,2000,MySQL,"快速发展平台,股票激励,待遇优厚","电商平台,上市公司"
138,0,数据库内核开发工程师,20.0,40.0,360.0,成都,云和恩墨,2000,"IT,C,C","行业标杆,上市计划,云集大牛","数据服务,咨询,软件服务,咨询,不需要融资"
139,0,软件工程师 - 分布式数据库测试 (MJ000230),20.0,40.0,360.0,北京,墨奇科技,500,,"自由灵活,大牛带队,带薪年休假,各类福利","人工智能服务,B轮"
140,0,22989-数据库文档开发工程师（CSIG全资子公司）,30.0,60.0,540.0,深圳,腾讯,2000,,"互联网大厂,公司氛围好","游戏,社交媒体,音频,视频媒体,上市公司"
141,0,数据库内核开发工程师,20.0,40.0,360.0,西安,云和恩墨,2000,"IT,C,C","行业标杆,上市计划,云集大牛","数据服务,咨询,软件服务,咨询,不需要融资"
142,0,数据库内核软件工程师,20.0,40.0,360.0,北京,云和恩墨,2000,"IT,C,C","行业标杆,上市计划,云集大牛","数据服务,咨询,软件服务,咨询,不需要融资"
143,0,DBA工程师,15.0,25.0,240.0,北京,DataHunter,150,"CI,CD,MySQL,Linux","五险一金,带薪年假,期权","数据服务,咨询,营销服务,咨询,B轮"
144,0,数据库内核测试开发工程师,15.0,30.0,270.0,天津,天谋科技,50,"JAVA,SQL,Jira","一级项目商业化公司,社区初创团队","物联网,天使轮"
145,0,数据库产品研发工程师,16.0,30.0,276.0,北京,天谋科技,50,"JAVA,C","一级项目商业化公司,社区初创团队","物联网,天使轮"
146,0,Database Engineer/数据库工程师,15.0,20.0,210.0,成都,活跃网络,2000,"SQL,ETL","年假,天,拒绝打卡,没有加班","IT技术服务,咨询,上市公司"
147,0,数据库开发工程师,15.0,17.0,192.0,北京,微创软件,2000,"SQL,SQL,Server,MySQL,ORACLE,PostgreSQL,PSQL","知名保险公司,国企","IT技术服务,咨询,不需要融资"
148,0,DBA工程师,15.0,30.0,270.0,北京,达内集团,2000,,上市平台,"教育,培训,上市公司"
149,0,dba数据库工程师（BJ）,25.0,35.0,360.0,长春,亿联银行,500,"MySQL,ORACLE,Python,Shell","扁平化管理,晋升空间,能力提升","科技金融,IT技术服务,咨询,不需要融资"
150,0,资深数据库工程师（DBA）,18.0,35.0,318.0,南京,SHEIN,2000,"MySQL,bash,xtrabackup,InnoBackup","竞争力薪资,跨境电商大平台","电商平台,C轮"
151,0,高级DBA工程师,25.0,50.0,450.0,北京,陌陌,2000,"Linux,MySQL",完善的福利,"社交平台,上市公司"
152,0,数据库开发工程师,16.0,21.0,222.0,上海,京北方,2000,"IT,ORACLE,hive",集中编组,"IT技术服务,咨询,上市公司"
153,0,数据分析DBA(J17345),15.0,25.0,240.0,北京,金风科技,2000,"ORACLE,Python,MySQL","年终奖金,发展空间大,公司规模大","能源,矿产,环保,上市公司"
154,0,数据库售前工程师,18.0,35.0,318.0,深圳,深算院,500,,大咖带队,"数据服务,人工智能,未融资"
155,0,高级数据工程师(系统工程师/DBA）,20.0,30.0,300.0,上海,中企通信,2000,"IT,SQL,Server,MySQL,ORACLE,DB,Windows","公司平台大,补充公积金,通讯补贴","数据服务,咨询,IT技术服务,咨询,不需要融资"
156,0,资深数据库开发工程师,12.0,22.0,204.0,上海,嘉扬,500,,团队有趣,"移动互联网,不需要融资"
157,0,dba数据库工程师,12.0,22.0,204.0,杭州,新数科技,500,"IT,ORACLE,MySQL","核心产品开发,行业前景好,上升机会多","软件服务,咨询,IT技术服务,咨询,A轮"
158,0,高级数据库开发工程师（c/c++）,20.0,35.0,330.0,广州,巨杉数据库,500,"IT,SQL,MySQL,Linux,Unix",发展前景好,"数据服务,咨询,D轮及以上"
159,0,dba数据库管理员,20.0,40.0,360.0,上海,Garena,2000,"C,Python,MySQL","五险一金,免费零食,双休,带薪年假","游戏,内容社区,上市公司"
