,job,money,skill,ink,area,jobDes,inkDes
149,人工智能系统软件架构师,40k-80k,人工智能服务 C++ Python,,[北京·中关村],“公司氛围好，成长空间大”,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 不需要融资 / 15-50人"
150,人工智能系统软件架构师,45k-80k,人工智能服务 C++,,[北京·中关村],“发展前景 氛围好”,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 不需要融资 / 15-50人"
151,人工智能产品研发中心cto,60k-70k,人工智能服务,,[北京·西北旺],“上市公司”,专业服务｜咨询 / 不需要融资 / 15-50人
152,产品经理（城市治理-人工智能方向）,20k-30k,软件服务｜咨询 人工智能服务 TO G 数据产品 中后台产品,云庐科技,[北京·七里庄],“六险一金 每年两次调薪 超长春节假期”,数据服务｜咨询 / B轮 / 150-500人
153,研发工程师（人工智能）,8k-12k,IT技术服务｜咨询 JavaScript Python 自然语言处理 后端 服务器端,天鹏恒宇,[北京·上地],“五险一金 全勤奖 午餐补助 绩效奖金”,IT技术服务｜咨询 / 不需要融资 / 150-500人
154,人工智能算法实习生,8k-12k,人工智能服务 Python 人工神经网络类算法 深度学习 自然语言处理,潞晨科技,[北京·中关村],“海归大牛带队，知名学术团队、加班少弹性办公”,"数据服务｜咨询,IT技术服务｜咨询,人工智能服务 / 天使轮 / 少于15人"
155,人工智能算法工程师,9k-15k,人工智能服务 Linux 深度学习,牡丹集团,[北京·牡丹园],"“国企平台,重点实验室”","数据服务｜咨询,文化传媒 / 不需要融资 / 150-500人"
156,人工智能社会治理研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[南京·南大],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
157,类脑人工智能算法及理论研究员(工作地点杭州),25k-40k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[西安·电子城],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
158,人工智能算法研发与应用工程师（工作地点杭州）,14k-20k,人工智能服务 物联网 深度学习,之江实验室,[深圳·南油],“平台大，薪酬福利，科研激励，环境保障”,智能硬件 / 不需要融资 / 500-2000人
159,人工智能应用技术工程师（工作地点杭州）,14k-20k,人工智能服务 C++ Python 深度学习,之江实验室,[上海·黄浦区],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
160,计算神经科学/人工智能算法研究员（工作地点杭州）,18k-30k,人工智能服务 人工神经网络类算法,之江实验室,[广州·大沙],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
161,计算神经科学/人工智能算法研究员（工作地点杭州）,18k-30k,人工智能服务 人工神经网络类算法,之江实验室,[深圳·南油],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
162,人工智能应用技术工程师（工作地点杭州）,14k-20k,人工智能服务 C++ Python 深度学习,之江实验室,[北京·北下关],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
163,计算神经科学/人工智能算法研究员,18k-30k,人工智能服务 人工神经网络类算法,之江实验室,[杭州·余杭区],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
164,人工智能应用技术工程师（工作地点杭州）,14k-20k,人工智能服务 C++ Python 深度学习,之江实验室,[西安·电子城],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
165,人工智能算法工程师(工作地点杭州),14k-20k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[北京·北下关],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
166,人工智能标准化研究岗(工作地点杭州),18k-25k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[北京·北下关],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
167,人工智能算法工程师(工作地点杭州),14k-20k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[深圳·南油],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
168,人工智能方向研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[成都·双楠],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
169,人工智能算法平台开发工程师（工作地点杭州）,14k-20k,人工智能服务 C++ Python 深度学习,之江实验室,[西安·电子城],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
170,计算神经科学/人工智能算法研究员（工作地点杭州）,18k-30k,人工智能服务 人工神经网络类算法,之江实验室,[北京·北下关],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
171,人工智能算法工程师(工作地点杭州),14k-20k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[武汉·小东门],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
172,人工智能算法工程师(工作地点杭州),14k-20k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[上海·黄浦区],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
173,人工智能算法平台开发工程师（工作地点杭州）,14k-20k,人工智能服务 人工神经网络类算法 深度学习,之江实验室,[上海·黄浦区],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
174,人工智能算法研究员(工作地点杭州),18k-25k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[上海·黄浦区],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
175,人工智能应用技术工程师（工作地点杭州）,14k-20k,人工智能服务 C++ Python 深度学习,之江实验室,[南京·南大],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
176,人工智能算法研究员(工作地点杭州),13k-20k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[武汉·小东门],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
177,人工智能算法工程师(工作地点杭州),14k-20k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[西安·电子城],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
178,人工智能算法研究员(工作地点杭州),13k-20k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[成都·双楠],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
179,类脑人工智能算法及理论研究员(工作地点杭州),25k-40k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[深圳·南油],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
180,人工智能算法平台开发工程师,14k-20k,人工智能服务 人工神经网络类算法 深度学习,之江实验室,[南京·南大],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
181,人工智能应用技术工程师（工作地点杭州）,14k-20k,人工智能服务 C++ Python 深度学习,之江实验室,[广州·珠江新…],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
182,人工智能标准化研究岗(工作地点杭州),18k-25k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[成都·双楠],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
183,人工智能社会治理研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[深圳·南油],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
184,人工智能标准化研究岗(工作地点杭州),18k-25k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[上海·黄浦区],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
185,人工智能芯片编译器开发工程师（工作地点杭州）,14k-20k,人工智能服务 C++,之江实验室,[上海·黄浦区],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
186,人工智能算法研究员(工作地点杭州),18k-25k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[广州·珠江新…],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
187,人工智能算法研究员(工作地点杭州),13k-20k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[深圳·南油],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
188,人工智能芯片编译器开发工程师（工作地点杭州）,14k-20k,人工智能服务 C++,之江实验室,[西安·电子城],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
189,人工智能算法研究员(工作地点杭州),18k-25k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[西安·电子城],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
190,类脑人工智能算法及理论研究员(工作地点杭州),25k-40k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[武汉·小东门],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
191,人工智能方向研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[北京·北下关],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
192,人工智能芯片编译器开发工程师（工作地点杭州）,14k-20k,人工智能服务 C++,之江实验室,[广州·珠江新…],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
193,人工智能标准化研究岗(工作地点杭州),18k-25k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[西安·电子城],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
194,人工智能方向研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[南京·南大],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
195,人工智能方向研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[武汉·小东门],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
196,人工智能方向研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[广州·珠江新…],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
197,人工智能社会治理研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[成都·双楠],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
198,人工智能研发工程师,20k-25k,网络通信 信息安全 数据挖掘,,[北京·西北旺],“联通数科”,"工具类产品,专业服务｜咨询 / 不需要融资 / 50-150人"
199,人工智能算法工程师,30k-60k,电商平台 智能硬件 C++ TypeScript Python Tensorflow MxNet,,[深圳·西丽],“高级算法，可接触到企业核心技术”,"工具类产品,专业服务｜咨询 / 不需要融资 / 500-2000人"
200,人工智能算法工程师,20k-40k,物联网 人工智能服务 人工神经网络类算法,,[杭州·西湖区],“与兵器装备集团联合招聘”,专业服务｜咨询 / 未融资 / 15-50人
201,人工智能技术专家,30k-50k,物联网 人工神经网络类算法 回归算法 决策树类算法 深度学习,,[青岛·湛山],“与海信集团联合招聘”,专业服务｜咨询 / 未融资 / 15-50人
202,人工智能系统软件架构师,40k-80k,人工智能服务 C++ Python,,[无锡·河埒],“公司氛围好，成长空间大”,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 不需要融资 / 15-50人"
203,人工智能系统软件架构师,40k-80k,人工智能服务 Python C++,,[无锡·河埒],“公司氛围好，成长空间大”,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 不需要融资 / 15-50人"
204,人工智能方向研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[武汉·小东门],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
205,人工智能方向研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[广州·珠江新…],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
206,人工智能社会治理研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[成都·双楠],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
207,人工智能研发工程师,20k-25k,网络通信 信息安全 数据挖掘,,[北京·西北旺],“联通数科”,"工具类产品,专业服务｜咨询 / 不需要融资 / 50-150人"
208,人工智能算法工程师,30k-60k,电商平台 智能硬件 C++ TypeScript Python Tensorflow MxNet,,[深圳·西丽],“高级算法，可接触到企业核心技术”,"工具类产品,专业服务｜咨询 / 不需要融资 / 500-2000人"
209,人工智能算法工程师,20k-40k,物联网 人工智能服务 人工神经网络类算法,,[杭州·西湖区],“与兵器装备集团联合招聘”,专业服务｜咨询 / 未融资 / 15-50人
210,人工智能技术专家,30k-50k,物联网 人工神经网络类算法 回归算法 决策树类算法 深度学习,,[青岛·湛山],“与海信集团联合招聘”,专业服务｜咨询 / 未融资 / 15-50人
211,人工智能系统软件架构师,40k-80k,人工智能服务 C++ Python,,[无锡·河埒],“公司氛围好，成长空间大”,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 不需要融资 / 15-50人"
212,人工智能系统软件架构师,40k-80k,人工智能服务 Python C++,,[无锡·河埒],“公司氛围好，成长空间大”,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 不需要融资 / 15-50人"
213,人工智能方向研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[武汉·小东门],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
214,人工智能方向研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[广州·珠江新…],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
215,人工智能社会治理研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[成都·双楠],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
216,人工智能研发工程师,20k-25k,网络通信 信息安全 数据挖掘,,[北京·西北旺],“联通数科”,"工具类产品,专业服务｜咨询 / 不需要融资 / 50-150人"
217,人工智能算法工程师,30k-60k,电商平台 智能硬件 C++ TypeScript Python Tensorflow MxNet,,[深圳·西丽],“高级算法，可接触到企业核心技术”,"工具类产品,专业服务｜咨询 / 不需要融资 / 500-2000人"
218,人工智能算法工程师,20k-40k,物联网 人工智能服务 人工神经网络类算法,,[杭州·西湖区],“与兵器装备集团联合招聘”,专业服务｜咨询 / 未融资 / 15-50人
219,人工智能技术专家,30k-50k,物联网 人工神经网络类算法 回归算法 决策树类算法 深度学习,,[青岛·湛山],“与海信集团联合招聘”,专业服务｜咨询 / 未融资 / 15-50人
220,人工智能系统软件架构师,40k-80k,人工智能服务 C++ Python,,[无锡·河埒],“公司氛围好，成长空间大”,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 不需要融资 / 15-50人"
221,人工智能系统软件架构师,40k-80k,人工智能服务 Python C++,,[无锡·河埒],“公司氛围好，成长空间大”,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 不需要融资 / 15-50人"
222,人工智能方向研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[武汉·小东门],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
223,人工智能方向研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[广州·珠江新…],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
224,人工智能社会治理研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[成都·双楠],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
225,人工智能研发工程师,20k-25k,网络通信 信息安全 数据挖掘,,[北京·西北旺],“联通数科”,"工具类产品,专业服务｜咨询 / 不需要融资 / 50-150人"
226,人工智能算法工程师,30k-60k,电商平台 智能硬件 C++ TypeScript Python Tensorflow MxNet,,[深圳·西丽],“高级算法，可接触到企业核心技术”,"工具类产品,专业服务｜咨询 / 不需要融资 / 500-2000人"
227,人工智能算法工程师,20k-40k,物联网 人工智能服务 人工神经网络类算法,,[杭州·西湖区],“与兵器装备集团联合招聘”,专业服务｜咨询 / 未融资 / 15-50人
228,人工智能技术专家,30k-50k,物联网 人工神经网络类算法 回归算法 决策树类算法 深度学习,,[青岛·湛山],“与海信集团联合招聘”,专业服务｜咨询 / 未融资 / 15-50人
229,人工智能系统软件架构师,40k-80k,人工智能服务 C++ Python,,[无锡·河埒],“公司氛围好，成长空间大”,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 不需要融资 / 15-50人"
230,人工智能系统软件架构师,40k-80k,人工智能服务 Python C++,,[无锡·河埒],“公司氛围好，成长空间大”,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 不需要融资 / 15-50人"
231,人工智能方向研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[武汉·小东门],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
232,人工智能方向研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[广州·珠江新…],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
233,人工智能社会治理研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[成都·双楠],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
234,人工智能研发工程师,20k-25k,网络通信 信息安全 数据挖掘,,[北京·西北旺],“联通数科”,"工具类产品,专业服务｜咨询 / 不需要融资 / 50-150人"
235,人工智能算法工程师,30k-60k,电商平台 智能硬件 C++ TypeScript Python Tensorflow MxNet,,[深圳·西丽],“高级算法，可接触到企业核心技术”,"工具类产品,专业服务｜咨询 / 不需要融资 / 500-2000人"
236,人工智能算法工程师,20k-40k,物联网 人工智能服务 人工神经网络类算法,,[杭州·西湖区],“与兵器装备集团联合招聘”,专业服务｜咨询 / 未融资 / 15-50人
237,人工智能技术专家,30k-50k,物联网 人工神经网络类算法 回归算法 决策树类算法 深度学习,,[青岛·湛山],“与海信集团联合招聘”,专业服务｜咨询 / 未融资 / 15-50人
238,人工智能系统软件架构师,40k-80k,人工智能服务 C++ Python,,[无锡·河埒],“公司氛围好，成长空间大”,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 不需要融资 / 15-50人"
239,人工智能系统软件架构师,40k-80k,人工智能服务 Python C++,,[无锡·河埒],“公司氛围好，成长空间大”,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 不需要融资 / 15-50人"
240,人工智能方向研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[武汉·小东门],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
241,人工智能方向研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[广州·珠江新…],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
242,人工智能社会治理研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[成都·双楠],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
243,人工智能研发工程师,20k-25k,网络通信 信息安全 数据挖掘,,[北京·西北旺],“联通数科”,"工具类产品,专业服务｜咨询 / 不需要融资 / 50-150人"
244,人工智能算法工程师,30k-60k,电商平台 智能硬件 C++ TypeScript Python Tensorflow MxNet,,[深圳·西丽],“高级算法，可接触到企业核心技术”,"工具类产品,专业服务｜咨询 / 不需要融资 / 500-2000人"
245,人工智能算法工程师,20k-40k,物联网 人工智能服务 人工神经网络类算法,,[杭州·西湖区],“与兵器装备集团联合招聘”,专业服务｜咨询 / 未融资 / 15-50人
246,人工智能技术专家,30k-50k,物联网 人工神经网络类算法 回归算法 决策树类算法 深度学习,,[青岛·湛山],“与海信集团联合招聘”,专业服务｜咨询 / 未融资 / 15-50人
247,人工智能系统软件架构师,40k-80k,人工智能服务 C++ Python,,[无锡·河埒],“公司氛围好，成长空间大”,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 不需要融资 / 15-50人"
248,人工智能系统软件架构师,40k-80k,人工智能服务 Python C++,,[无锡·河埒],“公司氛围好，成长空间大”,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 不需要融资 / 15-50人"
249,人工智能方向研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[武汉·小东门],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
250,人工智能方向研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[广州·珠江新…],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
251,人工智能社会治理研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[成都·双楠],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
252,人工智能研发工程师,20k-25k,网络通信 信息安全 数据挖掘,,[北京·西北旺],“联通数科”,"工具类产品,专业服务｜咨询 / 不需要融资 / 50-150人"
253,人工智能算法工程师,30k-60k,电商平台 智能硬件 C++ TypeScript Python Tensorflow MxNet,,[深圳·西丽],“高级算法，可接触到企业核心技术”,"工具类产品,专业服务｜咨询 / 不需要融资 / 500-2000人"
254,人工智能算法工程师,20k-40k,物联网 人工智能服务 人工神经网络类算法,,[杭州·西湖区],“与兵器装备集团联合招聘”,专业服务｜咨询 / 未融资 / 15-50人
255,人工智能技术专家,30k-50k,物联网 人工神经网络类算法 回归算法 决策树类算法 深度学习,,[青岛·湛山],“与海信集团联合招聘”,专业服务｜咨询 / 未融资 / 15-50人
256,人工智能系统软件架构师,40k-80k,人工智能服务 C++ Python,,[无锡·河埒],“公司氛围好，成长空间大”,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 不需要融资 / 15-50人"
257,人工智能系统软件架构师,40k-80k,人工智能服务 Python C++,,[无锡·河埒],“公司氛围好，成长空间大”,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 不需要融资 / 15-50人"
258,人工智能方向研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[武汉·小东门],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
259,人工智能方向研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[广州·珠江新…],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
260,人工智能社会治理研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[成都·双楠],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
261,人工智能研发工程师,20k-25k,网络通信 信息安全 数据挖掘,,[北京·西北旺],“联通数科”,"工具类产品,专业服务｜咨询 / 不需要融资 / 50-150人"
262,人工智能算法工程师,30k-60k,电商平台 智能硬件 C++ TypeScript Python Tensorflow MxNet,,[深圳·西丽],“高级算法，可接触到企业核心技术”,"工具类产品,专业服务｜咨询 / 不需要融资 / 500-2000人"
263,人工智能算法工程师,20k-40k,物联网 人工智能服务 人工神经网络类算法,,[杭州·西湖区],“与兵器装备集团联合招聘”,专业服务｜咨询 / 未融资 / 15-50人
264,人工智能技术专家,30k-50k,物联网 人工神经网络类算法 回归算法 决策树类算法 深度学习,,[青岛·湛山],“与海信集团联合招聘”,专业服务｜咨询 / 未融资 / 15-50人
265,人工智能系统软件架构师,40k-80k,人工智能服务 C++ Python,,[无锡·河埒],“公司氛围好，成长空间大”,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 不需要融资 / 15-50人"
266,人工智能系统软件架构师,40k-80k,人工智能服务 Python C++,,[无锡·河埒],“公司氛围好，成长空间大”,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 不需要融资 / 15-50人"
267,人工智能方向研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[武汉·小东门],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
268,人工智能方向研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[广州·珠江新…],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
269,人工智能社会治理研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[成都·双楠],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
270,人工智能研发工程师,20k-25k,网络通信 信息安全 数据挖掘,,[北京·西北旺],“联通数科”,"工具类产品,专业服务｜咨询 / 不需要融资 / 50-150人"
271,人工智能算法工程师,30k-60k,电商平台 智能硬件 C++ TypeScript Python Tensorflow MxNet,,[深圳·西丽],“高级算法，可接触到企业核心技术”,"工具类产品,专业服务｜咨询 / 不需要融资 / 500-2000人"
272,人工智能算法工程师,20k-40k,物联网 人工智能服务 人工神经网络类算法,,[杭州·西湖区],“与兵器装备集团联合招聘”,专业服务｜咨询 / 未融资 / 15-50人
273,人工智能技术专家,30k-50k,物联网 人工神经网络类算法 回归算法 决策树类算法 深度学习,,[青岛·湛山],“与海信集团联合招聘”,专业服务｜咨询 / 未融资 / 15-50人
274,人工智能系统软件架构师,40k-80k,人工智能服务 C++ Python,,[无锡·河埒],“公司氛围好，成长空间大”,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 不需要融资 / 15-50人"
275,人工智能系统软件架构师,40k-80k,人工智能服务 Python C++,,[无锡·河埒],“公司氛围好，成长空间大”,"工具类产品,IT技术服务｜咨询,专业服务｜咨询 / 不需要融资 / 15-50人"
276,人工智能方向研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[武汉·小东门],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
277,人工智能方向研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[广州·珠江新…],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
278,人工智能社会治理研究员(工作地点杭州),18k-30k,人工智能服务 智能硬件 JAVA C语言,之江实验室,[成都·双楠],“人工智能 国家事业 科学技术研究 大咖云集”,智能硬件 / 不需要融资 / 500-2000人
279,人工智能研发工程师,20k-25k,网络通信 信息安全 数据挖掘,,[北京·西北旺],“联通数科”,"工具类产品,专业服务｜咨询 / 不需要融资 / 50-150人"
280,人工智能算法工程师,30k-60k,电商平台 智能硬件 C++ TypeScript Python Tensorflow MxNet,,[深圳·西丽],“高级算法，可接触到企业核心技术”,"工具类产品,专业服务｜咨询 / 不需要融资 / 500-2000人"
281,人工智能算法工程师,20k-40k,物联网 人工智能服务 人工神经网络类算法,,[杭州·西湖区],“与兵器装备集团联合招聘”,专业服务｜咨询 / 未融资 / 15-50人
282,人工智能技术专家,30k-50k,物联网 人工神经网络类算法 回归算法 决策树类算法 深度学习,,[青岛·湛山],“与海信集团联合招聘”,专业服务｜咨询 / 未融资 / 15-50人
