,job,money,skill,ink,area,jobDes,inkDes
67,测试工程师,5k-8k,专业服务｜咨询 iOS Android JAVA SQL Spring,富宏科技,[成都·高新区],“朝九晚五，周末双休，专业团队”,"IT技术服务｜咨询,软件服务｜咨询 / 不需要融资 / 150-500人"
68,测试工程师,8k-14k,软件服务｜咨询 金融业 功能测试 性能测试 自动化测试,招银云创,[深圳·新洲],“六险一金 周末双休 节日福利”,"IT技术服务｜咨询,软件服务｜咨询 / 不需要融资 / 500-2000人"
69,测试工程师,11k-20k,黑盒测试 白盒测试 游戏发行,汇通网科,[深圳·宝安区],“年底分红、近地铁”,"游戏,软件服务｜咨询,电商平台 / 不需要融资 / 150-500人"
70,测试工程师,20k-40k,新能源汽车制造 Python,某知名企业,[上海·松江区],“可成长空间大”,
71,测试工程师,10k-18k,IT技术服务｜咨询 功能测试 自动化测试,京北方,[深圳·福田区],“双休 五险一金，有餐补”,IT技术服务｜咨询 / 上市公司 / 2000人以上
72,测试工程师,12k-18k,软件服务｜咨询 C语言 JAVA 功能测试 接口测试 性能测试,大名软件,[杭州·文三路],“年终分红绩效，出境游，餐补，五险一金”,软件服务｜咨询 / 不需要融资 / 50-150人
73,测试工程师,11k-13k,金融业 功能测试,广州华工弈高,[广州·珠江新…],“调薪、周末双休、五险一金、年终奖”,其他 / 未融资 / 50-150人
74,测试工程师,9k-14k,科技金融 金融业,上海咏鸣,[上海·徐汇区],"“金融行业,上升空间大”","移动互联网,金融 / 不需要融资 / 15-50人"
75,测试工程师,20k-35k,工具类产品 软件服务｜咨询 SQL 功能测试 接口测试 白盒测试 性能测试,金山办公软件,[武汉·江夏区],“正式编制，平台稳定，五险一金”,"工具类产品,软件服务｜咨询 / 上市公司 / 2000人以上"
76,测试工程师,15k-25k,IT技术服务｜咨询 软件服务｜咨询 功能测试 性能测试 黑盒测试 自动化测试,古茗茶饮,[杭州·萧山区],“大牛带领；一年4次调薪机会；下午茶”,服务业 / B轮 / 2000人以上
77,测试工程师,12k-20k,游戏 社交平台 功能测试 游戏,微派,[武汉·东湖新…],“公司营收稳定 上升空间大 核心项目”,"游戏,社交平台 / B轮 / 500-2000人"
78,测试工程师,8k-15k,功能测试 接口测试 Web测试,创世新强,[北京·西城区],“本部直招”,IT技术服务｜咨询 / 不需要融资 / 15-50人
79,测试工程师,18k-28k,科技金融 JAVA Python MySQL,君禾世纪,[北京·四惠],“大平台、前景好、氛围好”,移动互联网 / 不需要融资 / 500-2000人
80,测试工程师,10k-15k,科技金融 金融业 SQL MySQL 性能测试 自动化测试,拓保软件,[深圳·大冲],“朝九晚六双休、弹性打卡、五险一金、免费班车”,数据服务 / 未融资 / 2000人以上
81,qa测试工程师,15k-30k,区块链 自动化测试,舫赞信息,[上海·龙华],“跨国团队”,专业服务｜咨询 / 不需要融资 / 50-150人
82,测试工程师,15k-25k,软件服务｜咨询 制造业 Jmeter 禅道,FA Software,[北京·亦庄],“午餐补贴、通讯补贴、出差补贴、年终奖”,"移动互联网,数据服务 / C轮 / 150-500人"
83,测试工程师,6k-8k,软件服务｜咨询 Python SQL Server Linux 功能测试 Loadrunner,名通科技,[广州·元岗],“14薪/周末双休/氛围好”,移动互联网 / 不需要融资 / 150-500人
84,测试工程师,11k-18k,数据服务｜咨询 IT技术服务｜咨询 JAVA Python MySQL 自动化测试,博彦科技,[杭州·西溪],“朝九晚六，双休，弹性打卡”,"人工智能服务,软件服务｜咨询,数据服务｜咨询 / 上市公司 / 2000人以上"
